epoch,train_loss,train_value_nll,train_mask_bce,train_kl,validation_loss,validation_value_nll,validation_mask_bce,validation_kl
1,1.781937323076308,1.6743461524424532,0.4303646781252104,0.0,0.9803370042723052,0.8968649129478299,0.33388838962632783,0.0
2,0.9068975838845086,0.826220920267661,0.32270665526924647,0.0,0.8761596132297905,0.7968852726780639,0.31709735612480006,0.0
3,0.8445218141303469,0.7670584224799288,0.30985357568937566,0.0,0.8399015944831225,0.7632519335162883,0.30659864325912634,0.0
4,0.8174644131296953,0.7423354015756616,0.30051604394420917,0.0,0.8197027846258513,0.7450796268424209,0.2984926153202446,0.0
5,0.7992485082737534,0.7258956488472463,0.2934114306229647,0.0,0.8056223720920329,0.7325467515964897,0.29230246981795954,0.0
6,0.7851098471158289,0.7130647411260904,0.288180421152457,0.0,0.793614504288654,0.7216810511083019,0.28773381576246143,0.0
7,0.7740354968293366,0.7029888579129103,0.28418656007591386,0.0,0.7847129872867039,0.7136262034883305,0.28434712607033397,0.0
8,0.7650120362572606,0.6947377730378121,0.2810970472648005,0.0,0.7768550515174866,0.7064234675193319,0.2817263238284053,0.0
9,0.7569578121595854,0.6872183902381247,0.2789576902250538,0.0,0.7705824435973654,0.7006966739284749,0.2795430683359808,0.0
10,0.7505978554353586,0.6813950445085363,0.2768112352877989,0.0,0.7634450343190408,0.694043332216691,0.277606801110871,0.0
11,0.743501472098945,0.6748072758918385,0.2747767832247131,0.0,0.7581835608093106,0.6892300722550373,0.2758139730716238,0.0
12,0.7388928214530773,0.6706232337673683,0.2730783563558296,0.0,0.7557899696486337,0.6871975125098715,0.2743698115251502,0.0
13,0.7338769524086751,0.6659646747892748,0.2716491094084599,0.0,0.7499465017902608,0.6817443151863254,0.27280874580753095,0.0
14,0.7294790915844152,0.6619788702293362,0.27000088829363406,0.0,0.748893357053095,0.681022762035837,0.2714823910168239,0.0
15,0.7254527547968878,0.6582199891051904,0.2689310627667893,0.0,0.7446082866921717,0.6770383812943284,0.2702795990875789,0.0
16,0.7223070317319691,0.6553808036406479,0.26770491196435664,0.0,0.7404528394037363,0.6731716418752864,0.2691247882891674,0.0
17,0.7189637826162604,0.6523482973265541,0.26646194242843063,0.0,0.7371619063980726,0.6701418818259726,0.26808008673239725,0.0
18,0.7155279006658648,0.6491261493464756,0.2656070029388094,0.0,0.7362571784428188,0.6694257076905699,0.26732588605004914,0.0
19,0.7130479435749653,0.6468698999806904,0.26471217932187924,0.0,0.7370516219917609,0.670430699173285,0.2664836979642206,0.0
20,0.7100307438940211,0.6440839521553484,0.2637871700284727,0.0,0.7317095994949341,0.6653187895307735,0.26556322708421826,0.0
