split,model,horizon_hours,constraint,seeds,mean,standard_deviation,minimum,maximum
internal_test,grud,1,O2Sat_bounds,1,131.50884697647288,0.0,131.50884697647288,131.50884697647288
internal_test,grud,1,SaO2_bounds,1,10.198327824227103,0.0,10.198327824227103,10.198327824227103
internal_test,grud,1,emitted_FiO2_bounds,1,14.932918530040832,0.0,14.932918530040832,14.932918530040832
internal_test,grud,1,emitted_O2Sat_bounds,1,145.38207272020222,0.0,145.38207272020222,145.38207272020222
internal_test,grud,1,emitted_SaO2_bounds,1,198.5028193661287,0.0,198.5028193661287,198.5028193661287
internal_test,grud,1,emitted_pressure_order,1,131.71300797200078,0.0,131.71300797200078,131.71300797200078
internal_test,grud,1,pressure_order,1,90.48220882753256,0.0,90.48220882753256,90.48220882753256
internal_test,grud,3,FiO2_bounds,1,4.015166245382073,0.0,4.015166245382073,4.015166245382073
internal_test,grud,3,O2Sat_bounds,1,148.1333851837449,0.0,148.1333851837449,148.1333851837449
internal_test,grud,3,SaO2_bounds,1,25.034026832587983,0.0,25.034026832587983,25.034026832587983
internal_test,grud,3,emitted_FiO2_bounds,1,14.45654287380906,0.0,14.45654287380906,14.45654287380906
internal_test,grud,3,emitted_O2Sat_bounds,1,150.2624927085359,0.0,150.2624927085359,150.2624927085359
internal_test,grud,3,emitted_SaO2_bounds,1,196.0431654676259,0.0,196.0431654676259,196.0431654676259
internal_test,grud,3,emitted_pressure_order,1,139.55862337157302,0.0,139.55862337157302,139.55862337157302
internal_test,grud,3,pressure_order,1,102.97491736340658,0.0,102.97491736340658,102.97491736340658
internal_test,grud,6,FiO2_bounds,1,5.0359712230215825,0.0,5.0359712230215825,5.0359712230215825
internal_test,grud,6,O2Sat_bounds,1,148.85280964417657,0.0,148.85280964417657,148.85280964417657
internal_test,grud,6,SaO2_bounds,1,40.82247715341241,0.0,40.82247715341241,40.82247715341241
internal_test,grud,6,emitted_FiO2_bounds,1,13.5426793700175,0.0,13.5426793700175,13.5426793700175
internal_test,grud,6,emitted_O2Sat_bounds,1,150.4374878475598,0.0,150.4374878475598,150.4374878475598
internal_test,grud,6,emitted_SaO2_bounds,1,190.9391405794283,0.0,190.9391405794283,190.9391405794283
internal_test,grud,6,emitted_pressure_order,1,146.10149718063388,0.0,146.10149718063388,146.10149718063388
internal_test,grud,6,pressure_order,1,113.1343573789617,0.0,113.1343573789617,113.1343573789617
internal_test,grud,12,FiO2_bounds,1,5.81372739646121,0.0,5.81372739646121,5.81372739646121
