epoch,train_loss,train_value_nll,train_mask_bce,train_kl,validation_loss,validation_value_nll,validation_mask_bce,validation_kl
1,2.3724891409745665,2.27596574193159,0.38609355607909474,0.0,0.9404871548925128,0.8605231764365215,0.3198559192978606,0.0
2,0.8901150007418988,0.8126048410954497,0.31004063751665467,0.0,0.8483021186322582,0.7721995358564415,0.30441033657716243,0.0
3,0.832002475924556,0.7578071192775606,0.2967814291271928,0.0,0.8156052523729752,0.7422584964304554,0.29338702620292195,0.0
4,0.8034006720701141,0.7313944259032006,0.2880249868059372,0.0,0.7942177093758875,0.7227319758765551,0.2859429358219614,0.0
5,0.7830499619111887,0.7125300155626819,0.2820797840576001,0.0,0.7776770847184318,0.707303165173044,0.281495667233759,0.0
6,0.7697697851155371,0.7002176147939912,0.27820867567318974,0.0,0.765867251522687,0.6962912338120597,0.2783040653686134,0.0
7,0.7559245594948396,0.6870956102828808,0.27531579972115333,0.0,0.7593756184286001,0.6904461237849021,0.27571797066805315,0.0
8,0.7466174740962384,0.6783843609784216,0.27293245634690527,0.0,0.7507376293746792,0.6823122087790041,0.2737016744759618,0.0
9,0.7409044744722512,0.6731269974345049,0.27110990541130975,0.0,0.7461064360579666,0.6780620716056045,0.27217745659302695,0.0
10,0.7339408352236042,0.6665830684349676,0.26943106855779486,0.0,0.743808559009007,0.6761076778781657,0.270803516008416,0.0
11,0.728313231682029,0.6612565541481223,0.268226708665557,0.0,0.7356287119339924,0.6682220125684932,0.26962679016346836,0.0
12,0.7238906833088451,0.657078564968879,0.2672484843185664,0.0,0.7316681061472211,0.6645047944419238,0.26865325320740135,0.0
13,0.7195287074208794,0.6529743821097062,0.26621729429527247,0.0,0.7339781790363545,0.6670309329519466,0.2677889898115275,0.0
14,0.7150309152667298,0.648658215197747,0.2654908042183906,0.0,0.7288814576304689,0.6621390933893165,0.26696946547955885,0.0
15,0.7115267178402888,0.6453999820846079,0.26450694148583265,0.0,0.7240051189247443,0.6574597869600568,0.2661813348531723,0.0
16,0.7084108663246771,0.6424350166534629,0.2639033853205865,0.0,0.7225669512943346,0.6561830712824451,0.2655355398144041,0.0
17,0.705325043522189,0.6395319344751503,0.2631724337157647,0.0,0.7205458806485546,0.654343344727341,0.264810140643801,0.0
18,0.7029785206499656,0.637305253824311,0.26269306142233945,0.0,0.7214581516324258,0.6553926954464037,0.2642618296097736,0.0
19,0.6996294791922976,0.6341608746703965,0.26187442857855636,0.0,0.7185432485171727,0.6526268124580383,0.2636657630910679,0.0
20,0.6980789685997728,0.6327385926460471,0.26136150321351037,0.0,0.7152586603651241,0.649442585147157,0.2632643002636579,0.0
