split,model,horizon_hours,variable,observed_targets,nmae,crps_scaled,coverage_90,coverage_error_90,mean_interval_width_scaled,nll_scaled
external_test,transformer,1,HR,1495,0.22065084435070637,0.1644332906474238,0.8996655518394648,0.00033444816053518345,0.9415528377162972,0.22449291992346979
external_test,transformer,1,O2Sat,1462,0.4114162236982103,0.3054313845575753,0.9192886456908345,0.01928864569083444,1.7912264718239677,1.97584596508668
external_test,transformer,1,Temp,641,0.2974405942394655,0.22595971980816487,0.8970358814352574,0.002964118564742657,1.252596694482098,0.46813060378135646
external_test,transformer,1,SBP,1459,0.37706061501140214,0.2726642683485422,0.8608636052090473,0.039136394790952767,1.4118592953175368,0.6840457687482514
external_test,transformer,1,MAP,1447,0.382024134614176,0.2820707028210369,0.9087767795438839,0.008776779543883895,1.6835697848959965,0.7354854888230583
external_test,transformer,1,DBP,1459,0.39823374019411023,0.2950432653538244,0.8505825908156271,0.049417409184372874,1.4875251960885125,0.8470671109911349
external_test,transformer,1,Resp,1310,0.3314729131815088,0.24701950222481298,0.9244274809160306,0.02442748091603053,1.6240800988583164,0.5975278519492113
external_test,transformer,1,BaseExcess,6,0.19620257119337717,0.18956850717465082,1.0,0.09999999999999998,2.192888855934143,0.5443706115086874
external_test,transformer,1,HCO3,6,0.2003430277109146,0.17756166805823645,1.0,0.09999999999999998,1.6749245822429657,0.37672437230745953
external_test,transformer,1,FiO2,50,0.990311871767044,0.7214660143852234,0.8,0.09999999999999998,2.7698812294006347,2.031058304309845
external_test,transformer,1,pH,46,0.5968405260987903,0.45207088408262835,0.8478260869565217,0.05217391304347829,1.947882608227108,1.488528215366861
external_test,transformer,1,PaCO2,46,0.7510226459606834,0.5775898309505504,0.7608695652173914,0.13913043478260867,1.8910276293754578,1.9172532752804134
external_test,transformer,1,SaO2,40,1.124162144958973,0.8797865182161331,1.0,0.09999999999999998,7.681530034542083,1.9543785512447358
external_test,transformer,1,BUN,84,0.5646180808544159,0.4627721625424567,0.8809523809523809,0.01904761904761909,1.6414754064310164,4.338385479081245
external_test,transformer,1,Chloride,13,0.2951026902748988,0.24046155581107506,0.8461538461538461,0.05384615384615388,1.7226827557270343,0.6599910901143
external_test,transformer,1,Creatinine,84,1.0068957264579477,0.8460449513402724,0.8928571428571429,0.0071428571428571175,2.644333690404892,2.5916852617547628
external_test,transformer,1,Glucose,392,0.5130437059061868,0.3820504637397065,0.9183673469387755,0.01836734693877551,2.341851127390959,1.0415066012314387
external_test,transformer,1,Magnesium,71,0.6376192483683707,0.49333599335710765,0.9014084507042254,0.0014084507042253502,2.9879534210957273,1.4045689240307875
external_test,transformer,1,Phosphate,44,0.4822587758641351,0.345395720817826,0.9090909090909091,0.009090909090909038,2.1744978617538107,0.8942820768464695
external_test,transformer,1,Potassium,122,0.6267781340685047,0.47280495137464806,0.9262295081967213,0.02622950819672132,2.5761415215789296,1.445379312898292
external_test,transformer,1,Hct,84,0.4851151889278775,0.3505996327315058,0.8452380952380952,0.05476190476190479,1.842612699383781,0.9031498183806738
external_test,transformer,1,Hgb,84,0.4642018177324817,0.3383366281077975,0.8690476190476191,0.030952380952380953,1.7622565556140173,0.8589039430731819
external_test,transformer,1,WBC,77,0.3590167833419589,0.2724577258159588,0.974025974025974,0.074025974025974,2.197167268047085,0.7076039848389564
external_test,transformer,1,Platelets,82,0.2978217325559476,0.21849525665364614,0.8902439024390244,0.009756097560975618,1.3234665808154316,0.34213202755625655
external_test,transformer,3,HR,1505,0.2963918071252563,0.2182426010651446,0.906312292358804,0.006312292358803928,1.2834497229997501,0.47352794856328106
external_test,transformer,3,O2Sat,1466,0.4699227344778355,0.34335491862173456,0.9311050477489768,0.031105047748976822,2.1956742821416295,1.0073326482941964
external_test,transformer,3,Temp,644,0.3386000687291163,0.25472747502119647,0.9347826086956522,0.034782608695652195,1.623768138589326,0.6827087765154631
external_test,transformer,3,SBP,1471,0.441329042251867,0.3181295135570658,0.8613188307273963,0.03868116927260368,1.6490760909546645,0.8537254502058516
external_test,transformer,3,MAP,1463,0.4473394874995161,0.3270568298462394,0.8995215311004785,0.0004784688995215225,1.8897227419620495,0.8834919515571933
external_test,transformer,3,DBP,1469,0.4568983617487856,0.33212723676812655,0.910142954390742,0.010142954390741976,1.958067463562552,0.9332707517401875
external_test,transformer,3,Resp,1331,0.39988061953629883,0.2945492622280909,0.9151014274981217,0.015101427498121711,1.8689312709174954,0.7980976907227113
