split,model,horizon_hours,constraint,violations,generated_states,violations_per_1000_states
external_test,transformer,1,FiO2_bounds,169,80900,2.0889987639060568
external_test,transformer,1,O2Sat_bounds,9288,80900,114.80840543881335
external_test,transformer,1,SaO2_bounds,727,80900,8.986402966625464
external_test,transformer,1,emitted_FiO2_bounds,2746,80900,33.94313967861557
external_test,transformer,1,emitted_O2Sat_bounds,10475,80900,129.48084054388133
external_test,transformer,1,emitted_SaO2_bounds,17207,80900,212.6946847960445
external_test,transformer,1,emitted_pressure_order,8489,80900,104.93201483312731
external_test,transformer,1,pressure_order,7717,80900,95.389369592089
external_test,transformer,3,FiO2_bounds,316,80900,3.9060568603213843
external_test,transformer,3,O2Sat_bounds,11070,80900,136.8355995055624
external_test,transformer,3,SaO2_bounds,1810,80900,22.373300370828183
external_test,transformer,3,emitted_FiO2_bounds,3152,80900,38.96168108776267
external_test,transformer,3,emitted_O2Sat_bounds,11266,80900,139.2583436341162
external_test,transformer,3,emitted_SaO2_bounds,17083,80900,211.1619283065513
external_test,transformer,3,emitted_pressure_order,11679,80900,144.36341161928306
external_test,transformer,3,pressure_order,10872,80900,134.38813349814586
external_test,transformer,6,FiO2_bounds,433,80900,5.352286773794808
external_test,transformer,6,O2Sat_bounds,11260,80900,139.18417799752783
external_test,transformer,6,SaO2_bounds,2940,80900,36.341161928306555
external_test,transformer,6,emitted_FiO2_bounds,3357,80900,41.495673671199015
external_test,transformer,6,emitted_O2Sat_bounds,11240,80900,138.93695920889988
external_test,transformer,6,emitted_SaO2_bounds,16523,80900,204.2398022249691
external_test,transformer,6,emitted_pressure_order,13553,80900,167.52781211372064
external_test,transformer,6,pressure_order,12537,80900,154.96909765142152
external_test,transformer,12,FiO2_bounds,598,80900,7.3918417799752785
external_test,transformer,12,O2Sat_bounds,12117,80900,149.77750309023486
external_test,transformer,12,SaO2_bounds,4374,80900,54.06674907292954
external_test,transformer,12,emitted_FiO2_bounds,3464,80900,42.818294190358465
external_test,transformer,12,emitted_O2Sat_bounds,12021,80900,148.59085290482076
external_test,transformer,12,emitted_SaO2_bounds,15227,80900,188.22002472187887
external_test,transformer,12,emitted_pressure_order,16027,80900,198.1087762669963
external_test,transformer,12,pressure_order,14833,80900,183.34981458590852
external_test,transformer,24,FiO2_bounds,838,80900,10.358467243510507
external_test,transformer,24,O2Sat_bounds,13070,80900,161.557478368356
external_test,transformer,24,SaO2_bounds,6243,80900,77.16934487021014
external_test,transformer,24,emitted_FiO2_bounds,3113,80900,38.47960444993819
external_test,transformer,24,emitted_O2Sat_bounds,13001,80900,160.7045735475896
external_test,transformer,24,emitted_SaO2_bounds,14318,80900,176.9839307787392
external_test,transformer,24,emitted_pressure_order,18892,80900,233.52286773794808
external_test,transformer,24,pressure_order,17747,80900,219.36959208899876
