candidate_id,title,final_corpus_type,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,source_status,source_routes,source_record_ids,exact_match_group_size,manual_lineage_review_required
MWM-X962473BB89,Chreode: A Cell World Model for One-Step Temporal Dynamics and Perturbation Prediction,empirical,Mufan Qiu; Genhui Zheng; Yinuo Xu; Ruichen Zhang; Ying Ding; Qi Long; Tianlong Chen,2026,2026-05-27,arXiv (Cornell University),,2605.28111,https://arxiv.org/abs/2605.28111,preprint,open-access,discovery_correction,AUD-12eef56fc6be,1,no
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,empirical,Yixuan Yang; Mehak Arora; Ryan Zhang; Baraa Abed; Junseob Kim; Tilendra Choudhary; Md Hassanuzzaman; Kevin Zhu; Ayman Ali; Chengkun Yang; A.E. Gent; Victor Moas; Rishikesan Kamaleswaran,2026,2026-05-11,arXiv (Cornell University),,2605.10840,https://arxiv.org/abs/2605.10840,preprint,open-access,discovery_correction,AUD-669035784e86,1,no
MWM-XFA677C184B,DRIFT: Direct-Recursive Intervention-Conditioned Forecasting of ICU Physiological Trajectories,empirical,Weixin Liu; Juming Xiong; Congning Ni; Yanfan Zhu; Xingtao Lin; Bradley Malin; Zhijun Yin,2026,2026-07-28,arXiv (Cornell University),,2607.25864,https://arxiv.org/abs/2607.25864,preprint,open-access,discovery_correction,AUD-13ca47847a68,1,no
MWM-X6C3AA8358E,Model-based reinforcement learning for ultrasound-driven autonomous microrobots.,empirical,"Medany M, Piglia L, Achenbach L, Mukkavilli SK, Ahmed D.",2025,2025-06-26,,10.1038/s42256-025-01054-2,,https://europepmc.org/article/MED/40709099,,indexed,discovery_correction,AUD-fa60370df827,1,no
MWM-X5E3C456867,Towards Surgical World-Action Modeling: A Preliminary Joint Visual-Trajectory Forecasting for Surgical Motion Planning,empirical,Weiliang Huang; Huanrong Liu; Bob Zhang; Qi Dou; Zhen Chen; Yun Gu; Guy Rosman; Qingbiao Li,2026,2026-08-20,arXiv (Cornell University),10.48550/arxiv.2608.20284,2608.20284,https://arxiv.org/abs/2608.20284,preprint,open-access,discovery_correction,AUD-5087605e130b,1,no
