split,model,horizon_hours,constraint,violations,generated_states,violations_per_1000_states
external_test,grud,1,FiO2_bounds,1130,609000,1.8555008210180624
external_test,grud,1,O2Sat_bounds,75080,609000,123.28407224958949
external_test,grud,1,SaO2_bounds,4252,609000,6.981937602627258
external_test,grud,1,emitted_FiO2_bounds,10884,609000,17.87192118226601
external_test,grud,1,emitted_O2Sat_bounds,82952,609000,136.21018062397374
external_test,grud,1,emitted_SaO2_bounds,122012,609000,200.34811165845647
external_test,grud,1,emitted_pressure_order,62092,609000,101.95730706075534
external_test,grud,1,pressure_order,55767,609000,91.57142857142857
external_test,grud,3,FiO2_bounds,2006,609000,3.2939244663382596
external_test,grud,3,O2Sat_bounds,81937,609000,134.54351395730706
external_test,grud,3,SaO2_bounds,11031,609000,18.113300492610836
external_test,grud,3,emitted_FiO2_bounds,10155,609000,16.67487684729064
external_test,grud,3,emitted_O2Sat_bounds,83058,609000,136.38423645320196
external_test,grud,3,emitted_SaO2_bounds,119754,609000,196.64039408866995
external_test,grud,3,emitted_pressure_order,69961,609000,114.87848932676519
external_test,grud,3,pressure_order,70247,609000,115.34811165845649
external_test,grud,6,FiO2_bounds,2567,609000,4.2151067323481115
external_test,grud,6,O2Sat_bounds,82569,609000,135.58128078817734
external_test,grud,6,SaO2_bounds,19022,609000,31.23481116584565
external_test,grud,6,emitted_FiO2_bounds,9061,609000,14.87848932676519
external_test,grud,6,emitted_O2Sat_bounds,82964,609000,136.22988505747125
external_test,grud,6,emitted_SaO2_bounds,118359,609000,194.34975369458127
external_test,grud,6,emitted_pressure_order,77418,609000,127.1231527093596
external_test,grud,6,pressure_order,80590,609000,132.33169129720855
external_test,grud,12,FiO2_bounds,3089,609000,5.072249589490969
external_test,grud,12,O2Sat_bounds,82343,609000,135.21018062397374
external_test,grud,12,SaO2_bounds,31191,609000,51.216748768472904
external_test,grud,12,emitted_FiO2_bounds,8464,609000,13.898193760262727
external_test,grud,12,emitted_O2Sat_bounds,82618,609000,135.66174055829228
external_test,grud,12,emitted_SaO2_bounds,115702,609000,189.98686371100163
external_test,grud,12,emitted_pressure_order,88197,609000,144.82266009852216
external_test,grud,12,pressure_order,92407,609000,151.73563218390805
external_test,grud,24,FiO2_bounds,3641,609000,5.9786535303776684
external_test,grud,24,O2Sat_bounds,81375,609000,133.6206896551724
external_test,grud,24,SaO2_bounds,48116,609000,79.00821018062398
external_test,grud,24,emitted_FiO2_bounds,8127,609000,13.344827586206897
external_test,grud,24,emitted_O2Sat_bounds,81796,609000,134.311986863711
external_test,grud,24,emitted_SaO2_bounds,113410,609000,186.22331691297208
external_test,grud,24,emitted_pressure_order,100221,609000,164.56650246305418
external_test,grud,24,pressure_order,104226,609000,171.14285714285714
internal_test,grud,1,FiO2_bounds,198,102860,1.924946529263076
internal_test,grud,1,O2Sat_bounds,13527,102860,131.50884697647288
internal_test,grud,1,SaO2_bounds,1049,102860,10.198327824227105
internal_test,grud,1,emitted_FiO2_bounds,1536,102860,14.932918530040832
internal_test,grud,1,emitted_O2Sat_bounds,14954,102860,145.38207272020222
internal_test,grud,1,emitted_SaO2_bounds,20418,102860,198.5028193661287
internal_test,grud,1,emitted_pressure_order,13548,102860,131.71300797200078
internal_test,grud,1,pressure_order,9307,102860,90.48220882753257
internal_test,grud,3,FiO2_bounds,413,102860,4.015166245382073
internal_test,grud,3,O2Sat_bounds,15237,102860,148.1333851837449
internal_test,grud,3,SaO2_bounds,2575,102860,25.034026832587983
internal_test,grud,3,emitted_FiO2_bounds,1487,102860,14.456542873809061
internal_test,grud,3,emitted_O2Sat_bounds,15456,102860,150.2624927085359
internal_test,grud,3,emitted_SaO2_bounds,20165,102860,196.0431654676259
internal_test,grud,3,emitted_pressure_order,14355,102860,139.55862337157302
internal_test,grud,3,pressure_order,10592,102860,102.97491736340658
internal_test,grud,6,FiO2_bounds,518,102860,5.0359712230215825
internal_test,grud,6,O2Sat_bounds,15311,102860,148.85280964417655
internal_test,grud,6,SaO2_bounds,4199,102860,40.82247715341241
internal_test,grud,6,emitted_FiO2_bounds,1393,102860,13.542679370017499
internal_test,grud,6,emitted_O2Sat_bounds,15474,102860,150.4374878475598
internal_test,grud,6,emitted_SaO2_bounds,19640,102860,190.93914057942834
internal_test,grud,6,emitted_pressure_order,15028,102860,146.10149718063388
internal_test,grud,6,pressure_order,11637,102860,113.1343573789617
internal_test,grud,12,FiO2_bounds,598,102860,5.81372739646121
internal_test,grud,12,O2Sat_bounds,15147,102860,147.25840948862532
internal_test,grud,12,SaO2_bounds,6348,102860,61.714952362434374
internal_test,grud,12,emitted_FiO2_bounds,1270,102860,12.346879253354073
internal_test,grud,12,emitted_O2Sat_bounds,15276,102860,148.5125413182967
internal_test,grud,12,emitted_SaO2_bounds,19224,102860,186.89480847754228
internal_test,grud,12,emitted_pressure_order,15611,102860,151.76939529457516
internal_test,grud,12,pressure_order,12825,102860,124.68403655454016
internal_test,grud,24,FiO2_bounds,628,102860,6.105385961501069
internal_test,grud,24,O2Sat_bounds,14751,102860,143.40851643009916
internal_test,grud,24,SaO2_bounds,8988,102860,87.38090608594206
internal_test,grud,24,emitted_FiO2_bounds,1289,102860,12.531596344545985
internal_test,grud,24,emitted_O2Sat_bounds,14900,102860,144.85708730313047
internal_test,grud,24,emitted_SaO2_bounds,18955,102860,184.27960334435156
internal_test,grud,24,emitted_pressure_order,16247,102860,157.95255687342018
internal_test,grud,24,pressure_order,14221,102860,138.25588178106165
