split,model,horizon_hours,constraint,violations,generated_states,violations_per_1000_states
external_test,rssm,1,FiO2_bounds,98,161800,0.6056860321384425
external_test,rssm,1,O2Sat_bounds,2053,161800,12.6885043263288
external_test,rssm,1,SaO2_bounds,1028,161800,6.353522867737948
external_test,rssm,1,emitted_FiO2_bounds,63,161800,0.38936959208899874
external_test,rssm,1,emitted_O2Sat_bounds,2281,161800,14.097651421508035
external_test,rssm,1,emitted_SaO2_bounds,21949,161800,135.65512978986402
external_test,rssm,1,emitted_pressure_order,84,161800,0.519159456118665
external_test,rssm,1,pressure_order,5878,161800,36.32880098887515
external_test,rssm,3,FiO2_bounds,95,161800,0.5871446229913473
external_test,rssm,3,O2Sat_bounds,1519,161800,9.388133498145859
external_test,rssm,3,SaO2_bounds,2972,161800,18.368355995055623
external_test,rssm,3,emitted_FiO2_bounds,51,161800,0.315203955500618
external_test,rssm,3,emitted_O2Sat_bounds,1486,161800,9.184177997527811
external_test,rssm,3,emitted_SaO2_bounds,22028,161800,136.1433868974042
external_test,rssm,3,emitted_pressure_order,91,161800,0.5624227441285538
external_test,rssm,3,pressure_order,2566,161800,15.859085290482076
external_test,rssm,6,FiO2_bounds,92,161800,0.5686032138442522
external_test,rssm,6,O2Sat_bounds,1260,161800,7.787391841779975
external_test,rssm,6,SaO2_bounds,5581,161800,34.49320148331273
external_test,rssm,6,emitted_FiO2_bounds,40,161800,0.24721878862793573
external_test,rssm,6,emitted_O2Sat_bounds,1236,161800,7.639060568603214
external_test,rssm,6,emitted_SaO2_bounds,21989,161800,135.90234857849197
external_test,rssm,6,emitted_pressure_order,53,161800,0.32756489493201485
external_test,rssm,6,pressure_order,1036,161800,6.402966625463535
external_test,rssm,12,FiO2_bounds,66,161800,0.4079110012360939
external_test,rssm,12,O2Sat_bounds,1253,161800,7.744128553770087
external_test,rssm,12,SaO2_bounds,10086,161800,62.336217552533995
external_test,rssm,12,emitted_FiO2_bounds,18,161800,0.11124845488257108
external_test,rssm,12,emitted_O2Sat_bounds,1274,161800,7.873918417799753
external_test,rssm,12,emitted_SaO2_bounds,23246,161800,143.67119901112486
external_test,rssm,12,emitted_pressure_order,37,161800,0.22867737948084055
external_test,rssm,12,pressure_order,610,161800,3.7700865265760197
external_test,rssm,24,FiO2_bounds,32,161800,0.19777503090234858
external_test,rssm,24,O2Sat_bounds,1385,161800,8.559950556242274
external_test,rssm,24,SaO2_bounds,16070,161800,99.32014833127317
external_test,rssm,24,emitted_FiO2_bounds,18,161800,0.11124845488257108
external_test,rssm,24,emitted_O2Sat_bounds,1375,161800,8.498145859085291
external_test,rssm,24,emitted_SaO2_bounds,23933,161800,147.91718170580964
external_test,rssm,24,emitted_pressure_order,19,161800,0.11742892459826947
external_test,rssm,24,pressure_order,409,161800,2.5278121137206426
