split,model,horizon_hours,variable,observed_targets,nmae,crps_scaled,coverage_90,coverage_error_90,mean_interval_width_scaled,nll_scaled
external_test,rssm,1,HR,1495,0.4014416008888678,0.3067496599560996,0.6327759197324415,0.2672240802675585,0.8697088120374392,1.4959526789228255
external_test,rssm,1,O2Sat,1462,0.5439901550882655,0.4180633353143319,0.5321477428180574,0.3678522571819426,1.0210459092084099,3.358640706653308
external_test,rssm,1,Temp,641,0.5625420792054461,0.4580173477553726,0.47737909516380655,0.42262090483619347,0.8203445976126399,4.2649601417101115
external_test,rssm,1,SBP,1459,0.46809448976889306,0.3619499229420694,0.5627141877998629,0.3372858122001371,0.9144143417651234,1.8978566162548627
external_test,rssm,1,MAP,1447,0.47061314184087344,0.36575262663524233,0.6088458880442295,0.29115411195577057,0.9238418593601103,2.041492959756067
external_test,rssm,1,DBP,1459,0.5051305387181889,0.3869063440784352,0.6620973269362577,0.23790267306374235,1.1328122738373452,1.7146928289150685
external_test,rssm,1,Resp,1310,0.45611117341136204,0.3514983359183974,0.6351145038167939,0.2648854961832061,0.9558455416264425,1.8288916143752236
external_test,rssm,1,BaseExcess,6,0.6873879407842954,0.5007235755523046,0.8333333333333334,0.06666666666666665,2.5240238904953003,1.2871541380882263
external_test,rssm,1,HCO3,6,0.40738481655716896,0.29257454971472424,1.0,0.09999999999999998,2.726640780766805,0.882483055194219
external_test,rssm,1,FiO2,50,1.0447284272313118,0.7822399443387985,0.7,0.20000000000000007,2.5050392317771912,2.2091243648529053
external_test,rssm,1,pH,46,0.6878147455661193,0.5208770393029504,0.782608695652174,0.11739130434782608,1.9287645531737285,1.4368008867554043
external_test,rssm,1,PaCO2,46,0.7757985376469467,0.6175865433786226,0.8043478260869565,0.09565217391304348,2.3908685730851214,1.7989394703636998
external_test,rssm,1,SaO2,40,0.49581944681704043,0.3933747008442879,0.925,0.025000000000000022,2.2509662985801695,1.2642997935414315
external_test,rssm,1,BUN,84,0.7900778103531116,0.6339438884031205,0.75,0.15000000000000002,1.6858036518096924,5.483836496869723
external_test,rssm,1,Chloride,13,0.6176185344274228,0.4271060297122368,0.8461538461538461,0.05384615384615388,2.5132376230680027,1.1538919118734507
external_test,rssm,1,Creatinine,84,1.4174865087760347,1.2523125183014643,0.7261904761904762,0.17380952380952386,1.7782818533125377,11.934748044326192
external_test,rssm,1,Glucose,392,0.6892172624262012,0.5132091823889284,0.8443877551020408,0.05561224489795924,2.3155751654079983,1.5607215099188747
external_test,rssm,1,Magnesium,71,0.6922322853770054,0.5206674710965492,0.8591549295774648,0.04084507042253527,2.7109720035338065,1.4020605977152434
external_test,rssm,1,Phosphate,44,0.548294107768346,0.4047726250507615,0.8863636363636364,0.013636363636363669,2.066432099450718,1.1486478833989664
external_test,rssm,1,Potassium,122,0.6976922589247344,0.5281648391582927,0.8360655737704918,0.06393442622950818,2.3578739830704984,1.6750200596012053
external_test,rssm,1,Hct,84,0.7337501583000025,0.5640471011755013,0.6190476190476191,0.28095238095238095,1.6461517966928936,2.070721074229195
external_test,rssm,1,Hgb,84,0.6978380000662237,0.5433405600488186,0.4642857142857143,0.4357142857142857,1.1762837242512476,2.6358881429547356
external_test,rssm,1,WBC,77,0.5223955486889009,0.36301022884133577,0.948051948051948,0.04805194805194801,2.491379282691262,0.9820192169833493
external_test,rssm,1,Platelets,82,0.5919946291279502,0.43121616069863483,0.8658536585365854,0.034146341463414664,2.220728430806137,1.1798111592851035
external_test,rssm,3,HR,1505,0.481773878965663,0.37333381025498097,0.5707641196013289,0.32923588039867113,0.9341499328613281,1.9312248445428488
external_test,rssm,3,O2Sat,1466,0.5819397948448525,0.4495526638395302,0.4795361527967258,0.42046384720327423,1.0331573193590442,2.5641071637037833
external_test,rssm,3,Temp,644,0.5686357191630772,0.4595874451702426,0.46273291925465837,0.43726708074534165,0.8353377928644974,3.9364820267102734
external_test,rssm,3,SBP,1471,0.5485389525998944,0.4317671745346972,0.5118966689326988,0.3881033310673012,0.9453096227691257,2.5809147249347575
external_test,rssm,3,MAP,1463,0.5494212475201078,0.4370504383835496,0.543403964456596,0.356596035543404,0.9489830294783117,2.7923239540418208
external_test,rssm,3,DBP,1469,0.5599632165803643,0.4369104393815572,0.6242341729067393,0.2757658270932607,1.1419319038572888,2.1613494088813674
