model,horizon_hours,internal_test_mean_patient_nmae,external_test_mean_patient_nmae,relative_degradation
ridge_var,1,0.3500063348060553,0.3639316358737308,0.03978585437715501
ridge_var,3,0.40492161644181335,0.4190978886308113,0.03500991701448244
ridge_var,6,0.44868336307053824,0.4674857651244089,0.041905725956045144
ridge_var,12,0.5018164144796249,0.5227863856748337,0.04178813324979481
ridge_var,24,0.5580463584785281,0.5830136933287438,0.04474061065157241
