epoch,train_loss,train_value_nll,train_mask_bce,train_kl,validation_loss,validation_value_nll,validation_mask_bce,validation_kl
1,2.8086500967030035,2.711588348775701,0.3882469250215009,0.0,0.9278016491812102,0.8483356395546271,0.3178640366817007,0.0
2,0.8830850723078433,0.8061677484768923,0.30766929960037026,0.0,0.8479413840235496,0.7725552734063597,0.30154442361422945,0.0
3,0.83067063339088,0.7569767201962493,0.29477565077388235,0.0,0.8181041016870615,0.7449833811545858,0.2924828730067428,0.0
4,0.8036101757143645,0.7316635398052198,0.2877865443047921,0.0,0.7958383876450208,0.7242308575279859,0.28643010343824116,0.0
5,0.7849210163937556,0.7142272583572319,0.2827750281368136,0.0,0.7790235463453798,0.7084183157706747,0.28242094115335115,0.0
6,0.7712939255975287,0.701526694233642,0.2790689269256164,0.0,0.7685400989590859,0.6987334769599292,0.27922651354147465,0.0
7,0.7583167427323859,0.6893124577710447,0.2760171470620707,0.0,0.758472449925481,0.689275959316565,0.2767859539207147,0.0
8,0.7495473136816324,0.6811168372898359,0.2737219089750752,0.0,0.753767770163867,0.6851329389883547,0.2745393228774168,0.0
9,0.7410496569535123,0.673132873971366,0.27166713313136936,0.0,0.7510775388503561,0.6828706373973769,0.2728276125022343,0.0
10,0.7359389505044227,0.6684105259955196,0.27011369923839657,0.0,0.7431966078524687,0.675349870506598,0.2713869463424293,0.0
11,0.7294385681772446,0.6622672794645678,0.26868515364792317,0.0,0.7369066172716568,0.6693643027422379,0.27016925264377983,0.0
12,0.7247604537972421,0.6578358494647415,0.26769841733000205,0.0,0.7336839972710123,0.6663949124667109,0.26915634499520674,0.0
13,0.7203430530736264,0.6537146664521085,0.26651354822342704,0.0,0.7329620451343303,0.6659473874131028,0.2680586226740662,0.0
14,0.7160857490894506,0.6496944999480996,0.26556500478443007,0.0,0.7287696672945606,0.6619760296782669,0.2671745373886459,0.0
15,0.7125212007573902,0.6462778211174525,0.2649735124121867,0.0,0.7264787007351311,0.6598530460377129,0.2665026181814622,0.0
16,0.7091737974919545,0.6431410839204831,0.2641308560900624,0.0,0.7268267273902893,0.6603761741093227,0.2658022119074452,0.0
17,0.7056587113927832,0.6398220642265183,0.2633465867272407,0.0,0.7230582066944667,0.6567941904067993,0.2650560648465643,0.0
18,0.7026210790792389,0.6369396883810582,0.2627255759565285,0.0,0.7250922516900666,0.6589222148973115,0.2646801532531271,0.0
19,0.7001679967337125,0.634671956968949,0.26198415992773166,0.0,0.7180776754204108,0.6521097178361854,0.26387181482752975,0.0
20,0.6976369777067895,0.6322938997649291,0.2613723108987637,0.0,0.7159800736271605,0.650149692078026,0.2633215353196981,0.0
