split,model,horizon_hours,constraint,violations,generated_states,violations_per_1000_states
external_calibration,transformer,1,FiO2_bounds,115,66280,1.7350633675316838
external_calibration,transformer,1,O2Sat_bounds,7612,66280,114.84610742305371
external_calibration,transformer,1,SaO2_bounds,529,66280,7.981291490645745
external_calibration,transformer,1,emitted_FiO2_bounds,2053,66280,30.974652987326493
external_calibration,transformer,1,emitted_O2Sat_bounds,8601,66280,129.7676523838262
external_calibration,transformer,1,emitted_SaO2_bounds,14093,66280,212.6282438141219
external_calibration,transformer,1,emitted_pressure_order,6654,66280,100.3922751961376
external_calibration,transformer,1,pressure_order,6042,66280,91.15872057936029
external_calibration,transformer,3,FiO2_bounds,260,66280,3.9227519613759805
external_calibration,transformer,3,O2Sat_bounds,9274,66280,139.92154496077248
external_calibration,transformer,3,SaO2_bounds,1366,66280,20.609535304767654
external_calibration,transformer,3,emitted_FiO2_bounds,2363,66280,35.651780325890165
external_calibration,transformer,3,emitted_O2Sat_bounds,9426,66280,142.21484610742306
external_calibration,transformer,3,emitted_SaO2_bounds,13770,66280,207.75497887748944
external_calibration,transformer,3,emitted_pressure_order,9499,66280,143.31623415811708
external_calibration,transformer,3,pressure_order,8780,66280,132.46831623415812
external_calibration,transformer,6,FiO2_bounds,404,66280,6.095353047676523
external_calibration,transformer,6,O2Sat_bounds,9641,66280,145.45866022933012
external_calibration,transformer,6,SaO2_bounds,2237,66280,33.750754375377184
external_calibration,transformer,6,emitted_FiO2_bounds,2625,66280,39.60470730235365
external_calibration,transformer,6,emitted_O2Sat_bounds,9687,66280,146.15268557634278
external_calibration,transformer,6,emitted_SaO2_bounds,13426,66280,202.56487628243815
external_calibration,transformer,6,emitted_pressure_order,10676,66280,161.07423053711526
external_calibration,transformer,6,pressure_order,9922,66280,149.69824984912492
external_calibration,transformer,12,FiO2_bounds,530,66280,7.996378998189499
external_calibration,transformer,12,O2Sat_bounds,10484,66280,158.17742908871455
external_calibration,transformer,12,SaO2_bounds,3481,66280,52.51961375980688
external_calibration,transformer,12,emitted_FiO2_bounds,2647,66280,39.93663246831623
external_calibration,transformer,12,emitted_O2Sat_bounds,10498,66280,158.3886541943271
external_calibration,transformer,12,emitted_SaO2_bounds,12748,66280,192.3355461677731
external_calibration,transformer,12,emitted_pressure_order,12827,66280,193.52745926372964
external_calibration,transformer,12,pressure_order,11967,66280,180.55220277610138
external_calibration,transformer,24,FiO2_bounds,692,66280,10.44055522027761
external_calibration,transformer,24,O2Sat_bounds,11135,66280,167.99939649969826
external_calibration,transformer,24,SaO2_bounds,5207,66280,78.56065178032588
external_calibration,transformer,24,emitted_FiO2_bounds,2365,66280,35.68195534097767
external_calibration,transformer,24,emitted_O2Sat_bounds,11113,66280,167.66747133373568
external_calibration,transformer,24,emitted_SaO2_bounds,11722,66280,176.85576342788173
external_calibration,transformer,24,emitted_pressure_order,15316,66280,231.08026554013276
external_calibration,transformer,24,pressure_order,14341,66280,216.36994568497283
