split,model,horizon_hours,variable,targets,brier
external_calibration,grud,24,MAP,3314,0.11315050392030016
external_calibration,grud,24,DBP,3314,0.16108147099425293
external_calibration,grud,24,Resp,3314,0.1693102459484508
external_calibration,grud,24,BaseExcess,3314,0.006211176429193424
external_calibration,grud,24,HCO3,3314,0.006056531018245342
external_calibration,grud,24,FiO2,3314,0.028943576076049436
external_calibration,grud,24,pH,3314,0.016635536688886354
external_calibration,grud,24,PaCO2,3314,0.013829981023530034
external_calibration,grud,24,SaO2,3314,0.010378448999114222
external_calibration,grud,24,BUN,3314,0.055236158021329466
external_calibration,grud,24,Chloride,3314,0.007809345616622366
external_calibration,grud,24,Creatinine,3314,0.054820769510861976
external_calibration,grud,24,Glucose,3314,0.1831610706389202
external_calibration,grud,24,Magnesium,3314,0.0499639993395227
external_calibration,grud,24,Phosphate,3314,0.03113094735137475
external_calibration,grud,24,Potassium,3314,0.06784053322199819
external_calibration,grud,24,Hct,3314,0.05476201680423124
external_calibration,grud,24,Hgb,3314,0.052715853683978735
external_calibration,grud,24,WBC,3314,0.05127450552649288
external_calibration,grud,24,Platelets,3314,0.05125990043707331
