model,horizon_hours,internal_test_mean_patient_nmae,external_test_mean_patient_nmae,relative_degradation
ridge_var,1,0.34166485606415126,0.3609548725896776,0.05645888414670445
ridge_var,3,0.40898282516158935,0.42511477798939795,0.039444083798469684
ridge_var,6,0.4592656116444388,0.47822298411483627,0.04127757879044987
ridge_var,12,0.5102423620124077,0.5300539742222082,0.038827846695564605
ridge_var,24,0.5664272839548364,0.5862053668638448,0.03491724969693619
