model,pressure_order,O2Sat_bounds,SaO2_bounds,FiO2_bounds
grud,161.06666666666666,122.97372742200328,50.80197044334976,5.727093596059113
transformer,204.91986863711,158.77044334975366,49.388505747126445,8.295566502463055
rssm,2.495894909688013,11.17175697865353,70.3415435139573,0.1904761904761904
