split,model,horizon_hours,constraint,violations,generated_states,violations_per_1000_states
external_test,grud,1,FiO2_bounds,266,161800,1.6440049443757725
external_test,grud,1,O2Sat_bounds,19033,161800,117.63288009888751
external_test,grud,1,SaO2_bounds,1160,161800,7.169344870210136
external_test,grud,1,emitted_FiO2_bounds,2741,161800,16.940667490729297
external_test,grud,1,emitted_O2Sat_bounds,20952,161800,129.49320148331273
external_test,grud,1,emitted_SaO2_bounds,32227,161800,199.17799752781212
external_test,grud,1,emitted_pressure_order,15500,161800,95.7972805933251
external_test,grud,1,pressure_order,13977,161800,86.38442521631644
external_test,grud,3,FiO2_bounds,419,161800,2.5896168108776267
external_test,grud,3,O2Sat_bounds,20287,161800,125.3831891223733
external_test,grud,3,SaO2_bounds,2957,161800,18.27564894932015
external_test,grud,3,emitted_FiO2_bounds,2376,161800,14.684796044499382
external_test,grud,3,emitted_O2Sat_bounds,20576,161800,127.16934487021014
external_test,grud,3,emitted_SaO2_bounds,31196,161800,192.80593325092707
external_test,grud,3,emitted_pressure_order,17778,161800,109.87639060568603
external_test,grud,3,pressure_order,17914,161800,110.716934487021
external_test,grud,6,FiO2_bounds,582,161800,3.5970333745364647
external_test,grud,6,O2Sat_bounds,20519,161800,126.81705809641532
external_test,grud,6,SaO2_bounds,4996,161800,30.87762669962917
external_test,grud,6,emitted_FiO2_bounds,2253,161800,13.92459826946848
external_test,grud,6,emitted_O2Sat_bounds,20643,161800,127.58343634116193
external_test,grud,6,emitted_SaO2_bounds,30738,161800,189.9752781211372
external_test,grud,6,emitted_pressure_order,19966,161800,123.39925834363412
external_test,grud,6,pressure_order,20768,161800,128.35599505562422
external_test,grud,12,FiO2_bounds,734,161800,4.5364647713226205
external_test,grud,12,O2Sat_bounds,20204,161800,124.87021013597034
external_test,grud,12,SaO2_bounds,8123,161800,50.203955500618044
external_test,grud,12,emitted_FiO2_bounds,2223,161800,13.739184177997528
external_test,grud,12,emitted_O2Sat_bounds,20264,161800,125.24103831891223
external_test,grud,12,emitted_SaO2_bounds,30061,161800,185.7911001236094
external_test,grud,12,emitted_pressure_order,23221,161800,143.51668726823237
external_test,grud,12,pressure_order,23942,161800,147.97280593325092
external_test,grud,24,FiO2_bounds,895,161800,5.531520395550062
external_test,grud,24,O2Sat_bounds,20110,161800,124.28924598269468
external_test,grud,24,SaO2_bounds,12499,161800,77.24969097651422
external_test,grud,24,emitted_FiO2_bounds,2151,161800,13.294190358467244
external_test,grud,24,emitted_O2Sat_bounds,20339,161800,125.70457354758962
external_test,grud,24,emitted_SaO2_bounds,29648,161800,183.23856613102595
external_test,grud,24,emitted_pressure_order,26559,161800,164.14709517923362
external_test,grud,24,pressure_order,27361,161800,169.10383189122373
