model,horizon_hours,quantity_type,quantity,minimum,maximum,absolute_range,relative_range_percent,sample_counts
rssm,12,constraint,emitted_pressure_order,0.173053152039555,0.30902348578491967,0.13597033374536466,57.39130434782608,"20,50,100"
rssm,12,constraint,pressure_order,3.4981458590852905,3.9555006180469716,0.4573547589616811,12.224669603524232,"20,50,100"
rssm,24,constraint,FiO2_bounds,0.19777503090234858,0.24721878862793573,0.04944375772558715,22.641509433962263,"20,50,100"
rssm,24,constraint,O2Sat_bounds,7.911001236093943,8.559950556242274,0.648949320148331,7.940509200907485,"20,50,100"
rssm,24,constraint,SaO2_bounds,98.4919653893696,99.35105067985167,0.8590852904820707,0.8672864541086855,"20,50,100"
rssm,24,constraint,emitted_FiO2_bounds,0.09888751545117429,0.18541409147095178,0.08652657601977749,65.62499999999999,"20,50,100"
rssm,24,constraint,emitted_O2Sat_bounds,7.725587144622992,8.498145859085291,0.7725587144622992,9.588340577857327,"20,50,100"
rssm,24,constraint,emitted_SaO2_bounds,145.85908529048208,148.23238566131025,2.3733003708281615,1.6108058223918644,"20,50,100"
rssm,24,constraint,emitted_pressure_order,0.09270704573547589,0.16069221260815822,0.06798516687268233,55.00000000000001,"20,50,100"
rssm,24,constraint,pressure_order,2.5278121137206426,3.016069221260816,0.48825710754017315,17.7927927927928,"20,50,100"
transformer,1,constraint,FiO2_bounds,2.0889987639060568,2.218788627935723,0.1297898640296662,6.0752169720347124,"20,50,100"
transformer,1,constraint,O2Sat_bounds,113.00988875154512,115.93943139678616,2.9295426452410425,2.5566343042071233,"20,50,100"
transformer,1,constraint,SaO2_bounds,8.325092707045735,8.986402966625464,0.6613102595797287,7.723772858517814,"20,50,100"
transformer,1,constraint,emitted_FiO2_bounds,33.94313967861557,35.012360939431396,1.069221260815823,3.101099426386236,"20,50,100"
transformer,1,constraint,emitted_O2Sat_bounds,127.41038318912237,130.04326328800988,2.6328800988875116,2.041337890936968,"20,50,100"
transformer,1,constraint,emitted_SaO2_bounds,211.9901112484549,212.6946847960445,0.7045735475896038,0.3317199972841576,"20,50,100"
transformer,1,constraint,emitted_pressure_order,104.93201483312731,106.05686032138442,1.1248454882571082,1.0667812902973706,"20,50,100"
transformer,1,constraint,pressure_order,95.389369592089,96.9406674907293,1.5512978986402999,1.6126268899644527,"20,50,100"
transformer,3,constraint,FiO2_bounds,3.9060568603213843,4.017305315203956,0.1112484548825714,2.7993779160186705,"20,50,100"
transformer,3,constraint,O2Sat_bounds,134.39431396786156,136.8355995055624,2.4412855377008498,1.800364630811292,"20,50,100"
transformer,3,constraint,SaO2_bounds,21.03831891223733,22.373300370828183,1.3349814585908533,6.160281395569922,"20,50,100"
transformer,3,constraint,emitted_FiO2_bounds,37.26205191594561,38.96168108776267,1.6996291718170582,4.445522146783058,"20,50,100"
transformer,3,constraint,emitted_O2Sat_bounds,136.9097651421508,139.2583436341162,2.348578491965384,1.7007563890256416,"20,50,100"
transformer,3,constraint,emitted_SaO2_bounds,205.57478368355996,211.1619283065513,5.587144622991332,2.685866518772338,"20,50,100"
transformer,3,constraint,emitted_pressure_order,144.12855377008654,146.22373300370828,2.095179233621735,1.4458961855069028,"20,50,100"
transformer,3,constraint,pressure_order,133.62175525339927,136.36588380716935,2.744128553770082,2.0358256403986026,"20,50,100"
transformer,6,constraint,FiO2_bounds,5.352286773794808,6.211372064276885,0.8590852904820769,15.027027027027032,"20,50,100"
transformer,6,constraint,O2Sat_bounds,139.18417799752783,141.55129789864029,2.36711990111246,1.6860362739918824,"20,50,100"
transformer,6,constraint,SaO2_bounds,35.12978986402967,37.268232385661314,2.138442521631646,5.899738547232015,"20,50,100"
transformer,6,constraint,emitted_FiO2_bounds,40.29048207663782,42.52163164400494,2.231149567367119,5.384577139163723,"20,50,100"
transformer,6,constraint,emitted_O2Sat_bounds,138.93695920889988,141.6007416563659,2.663782447466019,1.9003248041622047,"20,50,100"
transformer,6,constraint,emitted_SaO2_bounds,200.0123609394314,204.2398022249691,4.227441285537708,2.091465962716463,"20,50,100"
