split,model,horizon_hours,constraint,violations,generated_states,violations_per_1000_states
external_test,rssm,1,FiO2_bounds,368,609000,0.6042692939244664
external_test,rssm,1,O2Sat_bounds,7720,609000,12.676518883415435
external_test,rssm,1,SaO2_bounds,3917,609000,6.431855500821018
external_test,rssm,1,emitted_FiO2_bounds,265,609000,0.4351395730706076
external_test,rssm,1,emitted_O2Sat_bounds,8693,609000,14.274220032840722
external_test,rssm,1,emitted_SaO2_bounds,82966,609000,136.23316912972086
external_test,rssm,1,emitted_pressure_order,522,609000,0.8571428571428571
external_test,rssm,1,pressure_order,23393,609000,38.41215106732348
external_test,rssm,3,FiO2_bounds,263,609000,0.4318555008210181
external_test,rssm,3,O2Sat_bounds,6202,609000,10.183908045977011
external_test,rssm,3,SaO2_bounds,11220,609000,18.423645320197043
external_test,rssm,3,emitted_FiO2_bounds,184,609000,0.3021346469622332
external_test,rssm,3,emitted_O2Sat_bounds,6100,609000,10.016420361247947
external_test,rssm,3,emitted_SaO2_bounds,82086,609000,134.78817733990147
external_test,rssm,3,emitted_pressure_order,400,609000,0.6568144499178982
external_test,rssm,3,pressure_order,10426,609000,17.119868637110017
external_test,rssm,6,FiO2_bounds,192,609000,0.31527093596059114
external_test,rssm,6,O2Sat_bounds,5306,609000,8.71264367816092
external_test,rssm,6,SaO2_bounds,20918,609000,34.34811165845649
external_test,rssm,6,emitted_FiO2_bounds,128,609000,0.21018062397372742
external_test,rssm,6,emitted_O2Sat_bounds,5283,609000,8.67487684729064
external_test,rssm,6,emitted_SaO2_bounds,82629,609000,135.67980295566502
external_test,rssm,6,emitted_pressure_order,308,609000,0.5057471264367817
external_test,rssm,6,pressure_order,4356,609000,7.152709359605911
external_test,rssm,12,FiO2_bounds,144,609000,0.23645320197044334
external_test,rssm,12,O2Sat_bounds,5034,609000,8.266009852216749
external_test,rssm,12,SaO2_bounds,37388,609000,61.39244663382594
external_test,rssm,12,emitted_FiO2_bounds,120,609000,0.19704433497536947
external_test,rssm,12,emitted_O2Sat_bounds,5058,609000,8.305418719211822
external_test,rssm,12,emitted_SaO2_bounds,85715,609000,140.7471264367816
external_test,rssm,12,emitted_pressure_order,147,609000,0.2413793103448276
external_test,rssm,12,pressure_order,2371,609000,3.8932676518883413
external_test,rssm,24,FiO2_bounds,80,609000,0.13136288998357964
external_test,rssm,24,O2Sat_bounds,5259,609000,8.635467980295566
external_test,rssm,24,SaO2_bounds,60533,609000,99.39737274220033
external_test,rssm,24,emitted_FiO2_bounds,67,609000,0.11001642036124795
external_test,rssm,24,emitted_O2Sat_bounds,5262,609000,8.64039408866995
external_test,rssm,24,emitted_SaO2_bounds,89633,609000,147.18062397372742
external_test,rssm,24,emitted_pressure_order,107,609000,0.17569786535303777
external_test,rssm,24,pressure_order,1779,609000,2.9211822660098523
internal_test,rssm,1,FiO2_bounds,2,102860,0.019443904335990667
internal_test,rssm,1,O2Sat_bounds,2450,102860,23.818782811588566
internal_test,rssm,1,SaO2_bounds,758,102860,7.369239743340462
internal_test,rssm,1,emitted_FiO2_bounds,42,102860,0.408321991055804
internal_test,rssm,1,emitted_O2Sat_bounds,2733,102860,26.570095275131248
internal_test,rssm,1,emitted_SaO2_bounds,15456,102860,150.2624927085359
internal_test,rssm,1,emitted_pressure_order,118,102860,1.1471903558234493
internal_test,rssm,1,pressure_order,2485,102860,24.159051137468403
internal_test,rssm,3,FiO2_bounds,5,102860,0.048609760839976666
internal_test,rssm,3,O2Sat_bounds,2053,102860,19.95916780089442
internal_test,rssm,3,SaO2_bounds,2140,102860,20.804977639510014
internal_test,rssm,3,emitted_FiO2_bounds,34,102860,0.3305463737118413
internal_test,rssm,3,emitted_O2Sat_bounds,2067,102860,20.095275131246353
internal_test,rssm,3,emitted_SaO2_bounds,15295,102860,148.69725840948863
internal_test,rssm,3,emitted_pressure_order,68,102860,0.6610927474236826
internal_test,rssm,3,pressure_order,1007,102860,9.790005833171302
internal_test,rssm,6,FiO2_bounds,12,102860,0.116663426015944
internal_test,rssm,6,O2Sat_bounds,1536,102860,14.932918530040832
internal_test,rssm,6,SaO2_bounds,4058,102860,39.45168189772507
internal_test,rssm,6,emitted_FiO2_bounds,21,102860,0.204160995527902
internal_test,rssm,6,emitted_O2Sat_bounds,1549,102860,15.059303908224772
internal_test,rssm,6,emitted_SaO2_bounds,15522,102860,150.90414155162355
internal_test,rssm,6,emitted_pressure_order,42,102860,0.408321991055804
internal_test,rssm,6,pressure_order,524,102860,5.094302936029555
internal_test,rssm,12,FiO2_bounds,18,102860,0.174995139023916
internal_test,rssm,12,O2Sat_bounds,1326,102860,12.891308574761812
internal_test,rssm,12,SaO2_bounds,6944,102860,67.50923585455959
internal_test,rssm,12,emitted_FiO2_bounds,17,102860,0.16527318685592066
internal_test,rssm,12,emitted_O2Sat_bounds,1328,102860,12.910752479097804
internal_test,rssm,12,emitted_SaO2_bounds,15610,102860,151.75967334240715
internal_test,rssm,12,emitted_pressure_order,23,102860,0.22360489986389268
internal_test,rssm,12,pressure_order,381,102860,3.704063776006222
internal_test,rssm,24,FiO2_bounds,11,102860,0.10694147384794866
internal_test,rssm,24,O2Sat_bounds,1078,102860,10.480264437098969
internal_test,rssm,24,SaO2_bounds,10823,102860,105.22068831421349
internal_test,rssm,24,emitted_FiO2_bounds,9,102860,0.087497569511958
