epoch,train_loss,train_value_nll,train_mask_bce,train_kl,validation_loss,validation_value_nll,validation_mask_bce,validation_kl
1,1.9016290833597227,1.7938343414811275,0.4311789977176307,0.0,1.0090205450447238,0.9260686708956348,0.3318075203165716,0.0
2,0.9187632521171741,0.8383766765551717,0.321546303450794,0.0,0.8792086511242146,0.80015416048011,0.31621796987494644,0.0
3,0.8484603754608085,0.7710941089108386,0.30946506165602816,0.0,0.8404921816319836,0.7638459424583279,0.3065849530453585,0.0
4,0.8192863306657081,0.7441640627223814,0.3004890785890844,0.0,0.8202878090800071,0.7456173495370515,0.29868183269792675,0.0
5,0.800646730335304,0.7272311430340925,0.2936623493384887,0.0,0.8043498129260783,0.7311758447666558,0.292695873245901,0.0
6,0.7860640089608094,0.7138971814660213,0.2886673125183636,0.0,0.7941814247442751,0.7221053449475036,0.28830431492961184,0.0
7,0.774876113162447,0.7037311319278494,0.284579927210316,0.0,0.7841203541171794,0.7128661785806928,0.28501671126910616,0.0
8,0.7654344375358034,0.6950021864587416,0.2817289982943257,0.0,0.7769694681070289,0.706365776305296,0.28241477876293414,0.0
9,0.7584845383605615,0.6886539985780759,0.27932214549838696,0.0,0.7702469545967725,0.7001768837169725,0.2802802883848852,0.0
10,0.7511605497432932,0.6818934211281917,0.277068510183839,0.0,0.7646186838344652,0.6951007113164785,0.27807188824731477,0.0
11,0.7459025949640659,0.6771255186320421,0.2751082979777469,0.0,0.7615683991081861,0.6925058072927047,0.27625034962381634,0.0
12,0.7403268498690139,0.6720331880543798,0.27317464478614617,0.0,0.755873271397182,0.6872411929831213,0.2745283148726638,0.0
13,0.7360224154498011,0.6681079228362695,0.27165797105551837,0.0,0.7508959149827763,0.6826668807438442,0.27291612844077906,0.0
14,0.7319381506988286,0.6644245030634072,0.270054585463263,0.0,0.7489395567349025,0.6810573278641214,0.2715289294719696,0.0
15,0.7278295437316723,0.6606373533005138,0.26876876800584154,0.0,0.7447708188271036,0.6772117091684925,0.270236428294863,0.0
16,0.72394368814246,0.6570988086306996,0.26737952713474566,0.0,0.7420593293345704,0.674771460951591,0.2691514887371842,0.0
17,0.7203727164076048,0.6538159376837213,0.26622711088625306,0.0,0.7390897115882562,0.6720951625279018,0.2679781932003644,0.0
18,0.7175614833831787,0.6512257908491811,0.2653427697350626,0.0,0.736352948509917,0.6695880780414659,0.267059470621907,0.0
19,0.714821084732432,0.6487515582097485,0.26427810809537433,0.0,0.7364100351625559,0.6698420376193767,0.26627198773987437,0.0
20,0.7116547625161073,0.6457504817188588,0.2636171120966497,0.0,0.7338130303791591,0.6674721459953152,0.26536354635443005,0.0
