epoch,train_loss,train_value_nll,train_mask_bce,train_kl,validation_loss,validation_value_nll,validation_mask_bce,validation_kl
1,1.7627482454338417,1.6554873697960857,0.4290435119060123,0.0,1.005018495783514,0.9215207647304146,0.3339909096153415,0.0
2,0.9180333528818037,0.837015131396563,0.32407288674281853,0.0,0.877880939415523,0.7981721430408711,0.31883518793145005,0.0
3,0.847606067432951,0.7695506469016652,0.3122216861344239,0.0,0.8419556301467273,0.7646413676592768,0.30925705846475093,0.0
4,0.8189675733112968,0.7430456270016896,0.30368779192056355,0.0,0.8219075482718798,0.7465996669263256,0.3012315253822171,0.0
5,0.8001676469105776,0.7260519439864052,0.2964628158396135,0.0,0.807069722487002,0.7333011931302597,0.2950740949231751,0.0
6,0.7873064268864858,0.7146006592720613,0.2908230802136152,0.0,0.7940770582276948,0.7215227192761947,0.290217363712739,0.0
7,0.7749768565053897,0.7033235315784745,0.28661329569837973,0.0,0.7856312369813725,0.7140574236305393,0.28629525887722873,0.0
8,0.7654526658656886,0.6946389937080075,0.2832546887643669,0.0,0.7762205406111113,0.7053252227452337,0.2835812526089804,0.0
9,0.7571906818937293,0.6870719589994627,0.280474889037855,0.0,0.7712333883558001,0.7009479269689444,0.2811418406817378,0.0
10,0.7508606769044303,0.6812783968822839,0.27832911100088215,0.0,0.7662694806955299,0.6964989839767923,0.27908199478168877,0.0
11,0.7446352398448995,0.6755877425852378,0.2761899942507124,0.0,0.7601158704076495,0.6908399584342022,0.2771036491102102,0.0
12,0.7401707124282426,0.6715390914758759,0.27452648541317926,0.0,0.7562819439537671,0.687439040261872,0.2753716007787354,0.0
13,0.7351807984001434,0.667012710207781,0.27267235784787236,0.0,0.7550842689008129,0.6866257324510691,0.2738341318101299,0.0
14,0.7311013487956983,0.6633423107087345,0.2710361546197814,0.0,0.7496144224186333,0.6815483047037708,0.27226447511692436,0.0
15,0.7271314466480717,0.65968119750643,0.2698009952301402,0.0,0.747064588021259,0.6793251171404001,0.2709578762249071,0.0
16,0.7238004528353567,0.6566835310427063,0.2684676882397434,0.0,0.7459007477273747,0.6784325984059548,0.2698725875543088,0.0
17,0.7205218180947239,0.6537240369437521,0.2671911200600355,0.0,0.7419910868819879,0.6747996332694073,0.26876582296527163,0.0
18,0.7174211681690986,0.6508870442886524,0.2661364955217849,0.0,0.7402310115950448,0.6732606936474236,0.26788126205911444,0.0
19,0.715069329792074,0.6487975917054933,0.2650869461987585,0.0,0.7381982876330005,0.6714622037751334,0.26694432934936213,0.0
20,0.7121335591435967,0.646082367597674,0.26420476985886493,0.0,0.7350499143405836,0.6685411212395649,0.26603516936302185,0.0
