evaluation,split,model,seed,horizon_hours,metric,value
recalibrated,external_test,grud,20260915,1,coverage_error_90,0.0036460253953678468
recalibrated,external_test,grud,20260915,1,mean_interval_width_scaled,1.6891940364009075
recalibrated,external_test,grud,20260915,1,patient_nll,0.7699042741145891
recalibrated,external_test,grud,20260915,1,mask_brier,0.0634435654252445
recalibrated,external_test,grud,20260915,3,patient_nmae,0.4379761922288337
recalibrated,external_test,grud,20260915,3,patient_crps,0.32783218753101995
recalibrated,external_test,grud,20260915,3,coverage_90,0.8807481300754632
recalibrated,external_test,grud,20260915,3,coverage_error_90,0.01925186992453687
recalibrated,external_test,grud,20260915,3,mean_interval_width_scaled,1.821887252472785
recalibrated,external_test,grud,20260915,3,patient_nll,0.8964516334160432
recalibrated,external_test,grud,20260915,3,mask_brier,0.06103187665873477
recalibrated,external_test,grud,20260915,6,patient_nmae,0.48446110174906687
recalibrated,external_test,grud,20260915,6,patient_crps,0.36137631447418495
recalibrated,external_test,grud,20260915,6,coverage_90,0.8840698636896249
recalibrated,external_test,grud,20260915,6,coverage_error_90,0.015930136310375098
recalibrated,external_test,grud,20260915,6,mean_interval_width_scaled,2.0387968252780335
recalibrated,external_test,grud,20260915,6,patient_nll,1.002876800537191
recalibrated,external_test,grud,20260915,6,mask_brier,0.06304320400702376
recalibrated,external_test,grud,20260915,12,patient_nmae,0.5234771297863248
recalibrated,external_test,grud,20260915,12,patient_crps,0.3885630835220069
recalibrated,external_test,grud,20260915,12,coverage_90,0.8803199371321091
recalibrated,external_test,grud,20260915,12,coverage_error_90,0.019680062867890924
recalibrated,external_test,grud,20260915,12,mean_interval_width_scaled,2.1700806974831743
recalibrated,external_test,grud,20260915,12,patient_nll,1.0802219450326513
recalibrated,external_test,grud,20260915,12,mask_brier,0.06441513477707764
recalibrated,external_test,grud,20260915,24,patient_nmae,0.5642600747524824
recalibrated,external_test,grud,20260915,24,patient_crps,0.4176599556026097
recalibrated,external_test,grud,20260915,24,coverage_90,0.8763965985664265
recalibrated,external_test,grud,20260915,24,coverage_error_90,0.023603401433573534
recalibrated,external_test,grud,20260915,24,mean_interval_width_scaled,2.293319955051526
recalibrated,external_test,grud,20260915,24,patient_nll,1.1648384005020191
recalibrated,external_test,grud,20260915,24,mask_brier,0.06981834930542122
zero_shot,internal_test,grud,20260916,1,patient_nmae,0.351502920251713
zero_shot,internal_test,grud,20260916,1,patient_crps,0.2634521471563489
zero_shot,internal_test,grud,20260916,1,coverage_90,0.8580850335338372
zero_shot,internal_test,grud,20260916,1,coverage_error_90,0.04191496646616277
zero_shot,internal_test,grud,20260916,1,mean_interval_width_scaled,1.3599064001332193
zero_shot,internal_test,grud,20260916,1,patient_nll,0.6524306967221273
zero_shot,internal_test,grud,20260916,1,mask_brier,0.07646053457138693
zero_shot,internal_test,grud,20260916,3,patient_nmae,0.4115486693255626
zero_shot,internal_test,grud,20260916,3,patient_crps,0.30676047555706476
zero_shot,internal_test,grud,20260916,3,coverage_90,0.8438631690873238
zero_shot,internal_test,grud,20260916,3,coverage_error_90,0.05613683091267618
zero_shot,internal_test,grud,20260916,3,mean_interval_width_scaled,1.534628862050578
zero_shot,internal_test,grud,20260916,3,patient_nll,0.8398960868425277
zero_shot,internal_test,grud,20260916,3,mask_brier,0.0770841813265207
zero_shot,internal_test,grud,20260916,6,patient_nmae,0.45385932883158464
zero_shot,internal_test,grud,20260916,6,patient_crps,0.3347292614320118
zero_shot,internal_test,grud,20260916,6,coverage_90,0.8376672742930873
zero_shot,internal_test,grud,20260916,6,coverage_error_90,0.06233272570691273
zero_shot,internal_test,grud,20260916,6,mean_interval_width_scaled,1.653322618822201
zero_shot,internal_test,grud,20260916,6,patient_nll,0.9609936249275447
zero_shot,internal_test,grud,20260916,6,mask_brier,0.07450526240072414
zero_shot,internal_test,grud,20260916,12,patient_nmae,0.495679071471324
zero_shot,internal_test,grud,20260916,12,patient_crps,0.36336468677475203
zero_shot,internal_test,grud,20260916,12,coverage_90,0.8339546406362714
zero_shot,internal_test,grud,20260916,12,coverage_error_90,0.06604535936372857
zero_shot,internal_test,grud,20260916,12,mean_interval_width_scaled,1.791762384853695
zero_shot,internal_test,grud,20260916,12,patient_nll,1.0338376254591293
zero_shot,internal_test,grud,20260916,12,mask_brier,0.07280094768576952
zero_shot,internal_test,grud,20260916,24,patient_nmae,0.5392865778434943
zero_shot,internal_test,grud,20260916,24,patient_crps,0.39478555242153063
zero_shot,internal_test,grud,20260916,24,coverage_90,0.835425558581285
zero_shot,internal_test,grud,20260916,24,coverage_error_90,0.06457444141871505
zero_shot,internal_test,grud,20260916,24,mean_interval_width_scaled,1.9425186615865102
zero_shot,internal_test,grud,20260916,24,patient_nll,1.1358100701997134
zero_shot,internal_test,grud,20260916,24,mask_brier,0.07417684828872936
zero_shot,external_test,grud,20260916,1,patient_nmae,0.37583533812971287
zero_shot,external_test,grud,20260916,1,patient_crps,0.2821935146704652
zero_shot,external_test,grud,20260916,1,coverage_90,0.8501610731959164
zero_shot,external_test,grud,20260916,1,coverage_error_90,0.04983892680408364
zero_shot,external_test,grud,20260916,1,mean_interval_width_scaled,1.4153593317102773
zero_shot,external_test,grud,20260916,1,patient_nll,0.8011424768552763
zero_shot,external_test,grud,20260916,1,mask_brier,0.06324627631974611
zero_shot,external_test,grud,20260916,3,patient_nmae,0.43594784735228
zero_shot,external_test,grud,20260916,3,patient_crps,0.3241132210618891
zero_shot,external_test,grud,20260916,3,coverage_90,0.8433128176680483
zero_shot,external_test,grud,20260916,3,coverage_error_90,0.05668718233195169
zero_shot,external_test,grud,20260916,3,mean_interval_width_scaled,1.5984343279119717
zero_shot,external_test,grud,20260916,3,patient_nll,0.921693615937919
zero_shot,external_test,grud,20260916,3,mask_brier,0.05987545360818022
zero_shot,external_test,grud,20260916,6,patient_nmae,0.4814560483082449
zero_shot,external_test,grud,20260916,6,patient_crps,0.356720335179048
zero_shot,external_test,grud,20260916,6,coverage_90,0.8366808688569171
zero_shot,external_test,grud,20260916,6,coverage_error_90,0.06331913114308296
zero_shot,external_test,grud,20260916,6,mean_interval_width_scaled,1.738750206959132
zero_shot,external_test,grud,20260916,6,patient_nll,1.0366123647406225
zero_shot,external_test,grud,20260916,6,mask_brier,0.060822520266714926
zero_shot,external_test,grud,20260916,12,patient_nmae,0.521345261103269
zero_shot,external_test,grud,20260916,12,patient_crps,0.38468591525361023
zero_shot,external_test,grud,20260916,12,coverage_90,0.8377324701338588
zero_shot,external_test,grud,20260916,12,coverage_error_90,0.06226752986614126
zero_shot,external_test,grud,20260916,12,mean_interval_width_scaled,1.8881279833275317
zero_shot,external_test,grud,20260916,12,patient_nll,1.1119544812065558
zero_shot,external_test,grud,20260916,12,mask_brier,0.061141392781966786
zero_shot,external_test,grud,20260916,24,patient_nmae,0.5599782691194269
zero_shot,external_test,grud,20260916,24,patient_crps,0.4126805783979355
zero_shot,external_test,grud,20260916,24,coverage_90,0.8416147486455459
zero_shot,external_test,grud,20260916,24,coverage_error_90,0.05838525135445416
zero_shot,external_test,grud,20260916,24,mean_interval_width_scaled,2.029864498106113
zero_shot,external_test,grud,20260916,24,patient_nll,1.1948451984606125
zero_shot,external_test,grud,20260916,24,mask_brier,0.06551030389438743
recalibrated,external_test,grud,20260916,1,patient_nmae,0.37583533797308705
recalibrated,external_test,grud,20260916,1,patient_crps,0.28920436072907707
recalibrated,external_test,grud,20260916,1,coverage_90,0.9079517964607787
recalibrated,external_test,grud,20260916,1,coverage_error_90,0.007951796460778704
recalibrated,external_test,grud,20260916,1,mean_interval_width_scaled,1.758081097744714
recalibrated,external_test,grud,20260916,1,patient_nll,0.7714236859516195
recalibrated,external_test,grud,20260916,1,mask_brier,0.06324627631974611
recalibrated,external_test,grud,20260916,3,patient_nmae,0.4359478476123775
recalibrated,external_test,grud,20260916,3,patient_crps,0.32700658269785265
recalibrated,external_test,grud,20260916,3,coverage_90,0.8800888886306454
recalibrated,external_test,grud,20260916,3,coverage_error_90,0.01991111136935464
recalibrated,external_test,grud,20260916,3,mean_interval_width_scaled,1.8119310337540246
recalibrated,external_test,grud,20260916,3,patient_nll,0.8974929364227893
recalibrated,external_test,grud,20260916,3,mask_brier,0.05987545360818022
recalibrated,external_test,grud,20260916,6,patient_nmae,0.4814560484970058
recalibrated,external_test,grud,20260916,6,patient_crps,0.3604010141953019
recalibrated,external_test,grud,20260916,6,coverage_90,0.8832553392836267
recalibrated,external_test,grud,20260916,6,coverage_error_90,0.016744660716373372
recalibrated,external_test,grud,20260916,6,mean_interval_width_scaled,2.0213435881272224
recalibrated,external_test,grud,20260916,6,patient_nll,1.0066054964076336
recalibrated,external_test,grud,20260916,6,mask_brier,0.060822520266714926
recalibrated,external_test,grud,20260916,12,patient_nmae,0.521345260987547
recalibrated,external_test,grud,20260916,12,patient_crps,0.3882040025259223
recalibrated,external_test,grud,20260916,12,coverage_90,0.8831281305427744
recalibrated,external_test,grud,20260916,12,coverage_error_90,0.01687186945722563
recalibrated,external_test,grud,20260916,12,mean_interval_width_scaled,2.1747098675190366
recalibrated,external_test,grud,20260916,12,patient_nll,1.0863752441878105
recalibrated,external_test,grud,20260916,12,mask_brier,0.061141392781966786
recalibrated,external_test,grud,20260916,24,patient_nmae,0.5599782691469278
recalibrated,external_test,grud,20260916,24,patient_crps,0.41590236979855955
recalibrated,external_test,grud,20260916,24,coverage_90,0.8824206744287334
recalibrated,external_test,grud,20260916,24,coverage_error_90,0.017579325571266624
recalibrated,external_test,grud,20260916,24,mean_interval_width_scaled,2.3048016716967306
recalibrated,external_test,grud,20260916,24,patient_nll,1.169115898886927
recalibrated,external_test,grud,20260916,24,mask_brier,0.06551030389438743
zero_shot,internal_test,transformer,20260912,1,patient_nmae,0.3498277480196991
zero_shot,internal_test,transformer,20260912,1,patient_crps,0.261744844728876
zero_shot,internal_test,transformer,20260912,1,coverage_90,0.8573150310793065
zero_shot,internal_test,transformer,20260912,1,coverage_error_90,0.04268496892069351
zero_shot,internal_test,transformer,20260912,1,mean_interval_width_scaled,1.3579786821234079
zero_shot,internal_test,transformer,20260912,1,patient_nll,0.641328099086064
zero_shot,internal_test,transformer,20260912,1,mask_brier,0.0755942964315256
zero_shot,internal_test,transformer,20260912,3,patient_nmae,0.4130939711615237
zero_shot,internal_test,transformer,20260912,3,patient_crps,0.30658015034533637
zero_shot,internal_test,transformer,20260912,3,coverage_90,0.8606512425387989
zero_shot,internal_test,transformer,20260912,3,coverage_error_90,0.039348757461201145
zero_shot,internal_test,transformer,20260912,3,mean_interval_width_scaled,1.6120628780979698
zero_shot,internal_test,transformer,20260912,3,patient_nll,0.8157801754333338
zero_shot,internal_test,transformer,20260912,3,mask_brier,0.07686456025624967
zero_shot,internal_test,transformer,20260912,6,patient_nmae,0.4537603677636063
zero_shot,internal_test,transformer,20260912,6,patient_crps,0.3350754912196438
zero_shot,internal_test,transformer,20260912,6,coverage_90,0.8532247742150549
zero_shot,internal_test,transformer,20260912,6,coverage_error_90,0.046775225784945085
zero_shot,internal_test,transformer,20260912,6,mean_interval_width_scaled,1.7598979248272546
zero_shot,internal_test,transformer,20260912,6,patient_nll,0.9856944355227176
zero_shot,internal_test,transformer,20260912,6,mask_brier,0.07389543552635845
zero_shot,internal_test,transformer,20260912,12,patient_nmae,0.49395030440921156
zero_shot,internal_test,transformer,20260912,12,patient_crps,0.3626936225282411
zero_shot,internal_test,transformer,20260912,12,coverage_90,0.8523928450289783
zero_shot,internal_test,transformer,20260912,12,coverage_error_90,0.04760715497102175
zero_shot,internal_test,transformer,20260912,12,mean_interval_width_scaled,1.9245182330027115
zero_shot,internal_test,transformer,20260912,12,patient_nll,1.05774157285259
zero_shot,internal_test,transformer,20260912,12,mask_brier,0.07226844776803333
zero_shot,internal_test,transformer,20260912,24,patient_nmae,0.5385638526514265
zero_shot,internal_test,transformer,20260912,24,patient_crps,0.3970937804288539
zero_shot,internal_test,transformer,20260912,24,coverage_90,0.8580935970665668
zero_shot,internal_test,transformer,20260912,24,coverage_error_90,0.04190640293343317
zero_shot,internal_test,transformer,20260912,24,mean_interval_width_scaled,2.118404405844528
zero_shot,internal_test,transformer,20260912,24,patient_nll,1.1489498747899045
zero_shot,internal_test,transformer,20260912,24,mask_brier,0.0741472659861772
zero_shot,external_test,transformer,20260912,1,patient_nmae,0.3762525925625389
zero_shot,external_test,transformer,20260912,1,patient_crps,0.2823163314454869
zero_shot,external_test,transformer,20260912,1,coverage_90,0.8523514649782657
zero_shot,external_test,transformer,20260912,1,coverage_error_90,0.04764853502173427
zero_shot,external_test,transformer,20260912,1,mean_interval_width_scaled,1.4279966221330804
zero_shot,external_test,transformer,20260912,1,patient_nll,0.778961904019264
zero_shot,external_test,transformer,20260912,1,mask_brier,0.0624071682227344
zero_shot,external_test,transformer,20260912,3,patient_nmae,0.4372051729206471
zero_shot,external_test,transformer,20260912,3,patient_crps,0.324749218858843
zero_shot,external_test,transformer,20260912,3,coverage_90,0.8592219671933655
zero_shot,external_test,transformer,20260912,3,coverage_error_90,0.0407780328066345
zero_shot,external_test,transformer,20260912,3,mean_interval_width_scaled,1.7044740885499237
zero_shot,external_test,transformer,20260912,3,patient_nll,0.8965752090506226
zero_shot,external_test,transformer,20260912,3,mask_brier,0.05899737917992638
zero_shot,external_test,transformer,20260912,6,patient_nmae,0.4817000228598004
zero_shot,external_test,transformer,20260912,6,patient_crps,0.35638171926413165
zero_shot,external_test,transformer,20260912,6,coverage_90,0.8537338323722451
zero_shot,external_test,transformer,20260912,6,coverage_error_90,0.04626616762775493
zero_shot,external_test,transformer,20260912,6,mean_interval_width_scaled,1.8688398546650997
zero_shot,external_test,transformer,20260912,6,patient_nll,1.013456522591885
zero_shot,external_test,transformer,20260912,6,mask_brier,0.05995820868455803
zero_shot,external_test,transformer,20260912,12,patient_nmae,0.5186350327786623
zero_shot,external_test,transformer,20260912,12,patient_crps,0.38316956976068206
zero_shot,external_test,transformer,20260912,12,coverage_90,0.863260737758559
zero_shot,external_test,transformer,20260912,12,coverage_error_90,0.03673926224144097
zero_shot,external_test,transformer,20260912,12,mean_interval_width_scaled,2.0637662811344573
zero_shot,external_test,transformer,20260912,12,patient_nll,1.0887041786108411
zero_shot,external_test,transformer,20260912,12,mask_brier,0.06179497627809259
zero_shot,external_test,transformer,20260912,24,patient_nmae,0.5566634202937727
zero_shot,external_test,transformer,20260912,24,patient_crps,0.41226389877431674
zero_shot,external_test,transformer,20260912,24,coverage_90,0.8704092600421854
zero_shot,external_test,transformer,20260912,24,coverage_error_90,0.029590739957814582
zero_shot,external_test,transformer,20260912,24,mean_interval_width_scaled,2.2750763796656233
zero_shot,external_test,transformer,20260912,24,patient_nll,1.1842723000783848
zero_shot,external_test,transformer,20260912,24,mask_brier,0.06856043082124254
recalibrated,external_test,transformer,20260912,1,patient_nmae,0.3762525927301835
recalibrated,external_test,transformer,20260912,1,patient_crps,0.2876714917897731
recalibrated,external_test,transformer,20260912,1,coverage_90,0.8993098489891905
recalibrated,external_test,transformer,20260912,1,coverage_error_90,0.0006901510108094921
recalibrated,external_test,transformer,20260912,1,mean_interval_width_scaled,1.7022550898005429
recalibrated,external_test,transformer,20260912,1,patient_nll,0.7514398173559961
recalibrated,external_test,transformer,20260912,1,mask_brier,0.0624071682227344
recalibrated,external_test,transformer,20260912,3,patient_nmae,0.43720517335556924
recalibrated,external_test,transformer,20260912,3,patient_crps,0.32687319510671925
recalibrated,external_test,transformer,20260912,3,coverage_90,0.8814231006431448
recalibrated,external_test,transformer,20260912,3,coverage_error_90,0.018576899356855248
recalibrated,external_test,transformer,20260912,3,mean_interval_width_scaled,1.8413628179670267
recalibrated,external_test,transformer,20260912,3,patient_nll,0.8885873461552704
recalibrated,external_test,transformer,20260912,3,mask_brier,0.05899737917992638
recalibrated,external_test,transformer,20260912,6,patient_nmae,0.48170002260671074
recalibrated,external_test,transformer,20260912,6,patient_crps,0.36088906451859903
recalibrated,external_test,transformer,20260912,6,coverage_90,0.8936582763863935
recalibrated,external_test,transformer,20260912,6,coverage_error_90,0.00634172361360652
recalibrated,external_test,transformer,20260912,6,mean_interval_width_scaled,2.1398104582290847
recalibrated,external_test,transformer,20260912,6,patient_nll,1.0042841453260614
recalibrated,external_test,transformer,20260912,6,mask_brier,0.05995820868455803
recalibrated,external_test,transformer,20260912,12,patient_nmae,0.5186350329575298
recalibrated,external_test,transformer,20260912,12,patient_crps,0.3863653508101889
recalibrated,external_test,transformer,20260912,12,coverage_90,0.8893976924918794
recalibrated,external_test,transformer,20260912,12,coverage_error_90,0.010602307508120634
recalibrated,external_test,transformer,20260912,12,mean_interval_width_scaled,2.2589438782865283
recalibrated,external_test,transformer,20260912,12,patient_nll,1.0841919790177987
recalibrated,external_test,transformer,20260912,12,mask_brier,0.06179497627809259
recalibrated,external_test,transformer,20260912,24,patient_nmae,0.5566634203997427
recalibrated,external_test,transformer,20260912,24,patient_crps,0.413572386418861
recalibrated,external_test,transformer,20260912,24,coverage_90,0.880540629681884
recalibrated,external_test,transformer,20260912,24,coverage_error_90,0.019459370318116065
recalibrated,external_test,transformer,20260912,24,mean_interval_width_scaled,2.3566252281691207
recalibrated,external_test,transformer,20260912,24,patient_nll,1.1810953586373403
recalibrated,external_test,transformer,20260912,24,mask_brier,0.06856043082124254
zero_shot,internal_test,transformer,20260913,1,patient_nmae,0.3521791911847552
zero_shot,internal_test,transformer,20260913,1,patient_crps,0.2636635604836444
zero_shot,internal_test,transformer,20260913,1,coverage_90,0.8633570431966462
zero_shot,internal_test,transformer,20260913,1,coverage_error_90,0.03664295680335383
zero_shot,internal_test,transformer,20260913,1,mean_interval_width_scaled,1.3948267397886758
zero_shot,internal_test,transformer,20260913,1,patient_nll,0.6399783279458745
zero_shot,internal_test,transformer,20260913,1,mask_brier,0.07560348323487776
zero_shot,internal_test,transformer,20260913,3,patient_nmae,0.4166121483433858
zero_shot,internal_test,transformer,20260913,3,patient_crps,0.30845979490128406
zero_shot,internal_test,transformer,20260913,3,coverage_90,0.8702694780901613
zero_shot,internal_test,transformer,20260913,3,coverage_error_90,0.029730521909838714
zero_shot,internal_test,transformer,20260913,3,mean_interval_width_scaled,1.67037703256884
zero_shot,internal_test,transformer,20260913,3,patient_nll,0.8133221863235285
zero_shot,internal_test,transformer,20260913,3,mask_brier,0.07687606921616763
zero_shot,internal_test,transformer,20260913,6,patient_nmae,0.461262746815272
zero_shot,internal_test,transformer,20260913,6,patient_crps,0.33953317451398346
zero_shot,internal_test,transformer,20260913,6,coverage_90,0.8642103273800051
zero_shot,internal_test,transformer,20260913,6,coverage_error_90,0.03578967261999488
zero_shot,internal_test,transformer,20260913,6,mean_interval_width_scaled,1.8268171163963751
zero_shot,internal_test,transformer,20260913,6,patient_nll,0.9463623262382629
zero_shot,internal_test,transformer,20260913,6,mask_brier,0.07406542299703008
zero_shot,internal_test,transformer,20260913,12,patient_nmae,0.5020501997303319
zero_shot,internal_test,transformer,20260913,12,patient_crps,0.3673844127663444
zero_shot,internal_test,transformer,20260913,12,coverage_90,0.8638368954132953
zero_shot,internal_test,transformer,20260913,12,coverage_error_90,0.036163104586704686
zero_shot,internal_test,transformer,20260913,12,mean_interval_width_scaled,2.028439549017652
zero_shot,internal_test,transformer,20260913,12,patient_nll,1.0214821821099322
zero_shot,internal_test,transformer,20260913,12,mask_brier,0.07256424234360727
zero_shot,internal_test,transformer,20260913,24,patient_nmae,0.5489369554996034
zero_shot,internal_test,transformer,20260913,24,patient_crps,0.4027189583034055
zero_shot,internal_test,transformer,20260913,24,coverage_90,0.8703797010839593
zero_shot,internal_test,transformer,20260913,24,coverage_error_90,0.029620298916040677
zero_shot,internal_test,transformer,20260913,24,mean_interval_width_scaled,2.2435368816519237
zero_shot,internal_test,transformer,20260913,24,patient_nll,1.1416819097989617
zero_shot,internal_test,transformer,20260913,24,mask_brier,0.0744360451499362
zero_shot,external_test,transformer,20260913,1,patient_nmae,0.3786294081331854
zero_shot,external_test,transformer,20260913,1,patient_crps,0.2845963735406883
zero_shot,external_test,transformer,20260913,1,coverage_90,0.8627606489092551
zero_shot,external_test,transformer,20260913,1,coverage_error_90,0.03723935109074494
zero_shot,external_test,transformer,20260913,1,mean_interval_width_scaled,1.4835094414806038
zero_shot,external_test,transformer,20260913,1,patient_nll,0.7864535264636173
zero_shot,external_test,transformer,20260913,1,mask_brier,0.06331641086643765
zero_shot,external_test,transformer,20260913,3,patient_nmae,0.44164726807108323
zero_shot,external_test,transformer,20260913,3,patient_crps,0.32856160431011544
zero_shot,external_test,transformer,20260913,3,coverage_90,0.8738430499479526
zero_shot,external_test,transformer,20260913,3,coverage_error_90,0.026156950052047434
zero_shot,external_test,transformer,20260913,3,mean_interval_width_scaled,1.803531808054959
zero_shot,external_test,transformer,20260913,3,patient_nll,0.902184084623908
zero_shot,external_test,transformer,20260913,3,mask_brier,0.058897939323009435
zero_shot,external_test,transformer,20260913,6,patient_nmae,0.487355493209532
zero_shot,external_test,transformer,20260913,6,patient_crps,0.3608466401383401
zero_shot,external_test,transformer,20260913,6,coverage_90,0.8736095296711026
zero_shot,external_test,transformer,20260913,6,coverage_error_90,0.02639047032889741
zero_shot,external_test,transformer,20260913,6,mean_interval_width_scaled,2.010373942674606
zero_shot,external_test,transformer,20260913,6,patient_nll,1.0114620592092094
zero_shot,external_test,transformer,20260913,6,mask_brier,0.05946942304979534
zero_shot,external_test,transformer,20260913,12,patient_nmae,0.5273265003742187
zero_shot,external_test,transformer,20260913,12,patient_crps,0.38973992556424897
zero_shot,external_test,transformer,20260913,12,coverage_90,0.8840027553479599
zero_shot,external_test,transformer,20260913,12,coverage_error_90,0.01599724465204011
zero_shot,external_test,transformer,20260913,12,mean_interval_width_scaled,2.2590071751723872
zero_shot,external_test,transformer,20260913,12,patient_nll,1.0993425044124265
zero_shot,external_test,transformer,20260913,12,mask_brier,0.06153094563450335
zero_shot,external_test,transformer,20260913,24,patient_nmae,0.5696882785758006
zero_shot,external_test,transformer,20260913,24,patient_crps,0.4227618423106968
zero_shot,external_test,transformer,20260913,24,coverage_90,0.8903436129650332
zero_shot,external_test,transformer,20260913,24,coverage_error_90,0.009656387034966851
zero_shot,external_test,transformer,20260913,24,mean_interval_width_scaled,2.517881847868565
zero_shot,external_test,transformer,20260913,24,patient_nll,1.188220885531957
zero_shot,external_test,transformer,20260913,24,mask_brier,0.0700640309986913
recalibrated,external_test,transformer,20260913,1,patient_nmae,0.3786294081809304
recalibrated,external_test,transformer,20260913,1,patient_crps,0.28950957915879516
recalibrated,external_test,transformer,20260913,1,coverage_90,0.9015876371811599
recalibrated,external_test,transformer,20260913,1,coverage_error_90,0.00158763718115984
recalibrated,external_test,transformer,20260913,1,mean_interval_width_scaled,1.7196384492271377
recalibrated,external_test,transformer,20260913,1,patient_nll,0.767230359118406
recalibrated,external_test,transformer,20260913,1,mask_brier,0.06331641086643765
recalibrated,external_test,transformer,20260913,3,patient_nmae,0.4416472680412596
recalibrated,external_test,transformer,20260913,3,patient_crps,0.3292466154324688
recalibrated,external_test,transformer,20260913,3,coverage_90,0.8802956762232194
recalibrated,external_test,transformer,20260913,3,coverage_error_90,0.019704323776780663
recalibrated,external_test,transformer,20260913,3,mean_interval_width_scaled,1.8441706824821698
recalibrated,external_test,transformer,20260913,3,patient_nll,0.900762576758199
recalibrated,external_test,transformer,20260913,3,mask_brier,0.058897939323009435
recalibrated,external_test,transformer,20260913,6,patient_nmae,0.48735549384776966
recalibrated,external_test,transformer,20260913,6,patient_crps,0.3634081172740353
recalibrated,external_test,transformer,20260913,6,coverage_90,0.8926286016291434
recalibrated,external_test,transformer,20260913,6,coverage_error_90,0.007371398370856652
recalibrated,external_test,transformer,20260913,6,mean_interval_width_scaled,2.1514728881098297
recalibrated,external_test,transformer,20260913,6,patient_nll,1.011749113361533
recalibrated,external_test,transformer,20260913,6,mask_brier,0.05946942304979534
recalibrated,external_test,transformer,20260913,12,patient_nmae,0.5273265004021508
recalibrated,external_test,transformer,20260913,12,patient_crps,0.39060553091049705
recalibrated,external_test,transformer,20260913,12,coverage_90,0.8898499086194315
recalibrated,external_test,transformer,20260913,12,coverage_error_90,0.010150091380568549
recalibrated,external_test,transformer,20260913,12,mean_interval_width_scaled,2.30596138786954
recalibrated,external_test,transformer,20260913,12,patient_nll,1.0999775843280166
recalibrated,external_test,transformer,20260913,12,mask_brier,0.06153094563450335
recalibrated,external_test,transformer,20260913,24,patient_nmae,0.5696882785020309
recalibrated,external_test,transformer,20260913,24,patient_crps,0.4212586771359841
recalibrated,external_test,transformer,20260913,24,coverage_90,0.8818508108751987
recalibrated,external_test,transformer,20260913,24,coverage_error_90,0.018149189124801346
recalibrated,external_test,transformer,20260913,24,mean_interval_width_scaled,2.43748895810453
recalibrated,external_test,transformer,20260913,24,patient_nll,1.1871874124174242
recalibrated,external_test,transformer,20260913,24,mask_brier,0.0700640309986913
zero_shot,internal_test,transformer,20260914,1,patient_nmae,0.3516125177775115
zero_shot,internal_test,transformer,20260914,1,patient_crps,0.2637999022803648
zero_shot,internal_test,transformer,20260914,1,coverage_90,0.8664927609914481
zero_shot,internal_test,transformer,20260914,1,coverage_error_90,0.0335072390085519
zero_shot,internal_test,transformer,20260914,1,mean_interval_width_scaled,1.3972050791231083
zero_shot,internal_test,transformer,20260914,1,patient_nll,0.6277382987594436
zero_shot,internal_test,transformer,20260914,1,mask_brier,0.07551523073705335
zero_shot,internal_test,transformer,20260914,3,patient_nmae,0.4135400075504731
zero_shot,internal_test,transformer,20260914,3,patient_crps,0.30779331304542207
zero_shot,internal_test,transformer,20260914,3,coverage_90,0.8695278323826289
zero_shot,internal_test,transformer,20260914,3,coverage_error_90,0.03047216761737115
zero_shot,internal_test,transformer,20260914,3,mean_interval_width_scaled,1.6723027774094292
zero_shot,internal_test,transformer,20260914,3,patient_nll,0.8166438265605016
zero_shot,internal_test,transformer,20260914,3,mask_brier,0.07691029840900458
zero_shot,internal_test,transformer,20260914,6,patient_nmae,0.4545840895628961
zero_shot,internal_test,transformer,20260914,6,patient_crps,0.3359805435802917
zero_shot,internal_test,transformer,20260914,6,coverage_90,0.8604510710188829
zero_shot,internal_test,transformer,20260914,6,coverage_error_90,0.03954892898111717
zero_shot,internal_test,transformer,20260914,6,mean_interval_width_scaled,1.8157368412035104
zero_shot,internal_test,transformer,20260914,6,patient_nll,0.9370701737007029
zero_shot,internal_test,transformer,20260914,6,mask_brier,0.07412851734765903
zero_shot,internal_test,transformer,20260914,12,patient_nmae,0.49518432953650626
zero_shot,internal_test,transformer,20260914,12,patient_crps,0.36391018704340095
zero_shot,internal_test,transformer,20260914,12,coverage_90,0.8639322343994859
zero_shot,internal_test,transformer,20260914,12,coverage_error_90,0.03606776560051417
zero_shot,internal_test,transformer,20260914,12,mean_interval_width_scaled,1.9916985454781515
zero_shot,internal_test,transformer,20260914,12,patient_nll,1.0310381199386935
zero_shot,internal_test,transformer,20260914,12,mask_brier,0.07254056103131742
zero_shot,internal_test,transformer,20260914,24,patient_nmae,0.5408343513710089
zero_shot,internal_test,transformer,20260914,24,patient_crps,0.3982917214845175
zero_shot,internal_test,transformer,20260914,24,coverage_90,0.8643014455567377
zero_shot,internal_test,transformer,20260914,24,coverage_error_90,0.03569855444326231
zero_shot,internal_test,transformer,20260914,24,mean_interval_width_scaled,2.16030086231776
zero_shot,internal_test,transformer,20260914,24,patient_nll,1.1204144840226213
zero_shot,internal_test,transformer,20260914,24,mask_brier,0.07431843153388427
zero_shot,external_test,transformer,20260914,1,patient_nmae,0.37693514351307705
zero_shot,external_test,transformer,20260914,1,patient_crps,0.28325124794363765
zero_shot,external_test,transformer,20260914,1,coverage_90,0.858849840242209
zero_shot,external_test,transformer,20260914,1,coverage_error_90,0.041150159757791016
