evaluation,split,model,seed,horizon_hours,patient_nmae,patient_crps,coverage_90,mean_interval_width_scaled,patient_nll,mask_brier,coverage_error_90
zero_shot,external_test,rssm,20260914,3,0.555051033219214,0.4385170664069777,0.5186791706597139,0.9769864817350719,2.83158202801786,0.06709588307217346,0.3813208293402861
zero_shot,external_test,rssm,20260914,6,0.594331488308827,0.47355333230340857,0.49360526005337063,0.9838342757332372,3.2461896319607857,0.06558740077750895,0.4063947399466294
zero_shot,external_test,rssm,20260914,12,0.6254974785419052,0.5014602293447049,0.48401605633239086,0.9939222119493932,3.5574461176077152,0.06437066944239465,0.41598394366760916
zero_shot,external_test,rssm,20260914,24,0.6550720013922556,0.5288376678064729,0.46866709631716463,0.9944422840265885,4.077711391973478,0.06743024856166835,0.4313329036828354
zero_shot,external_test,rssm,20260915,1,0.47246522507799127,0.3657124017161851,0.5885646552425688,0.9697764212003632,2.1284783210899896,0.07153419707478027,0.3114353447574312
zero_shot,external_test,rssm,20260915,3,0.5326613785467531,0.4171249204658996,0.5442507553957218,1.0011696901238794,2.510921505087859,0.06715872289745038,0.35574924460427826
zero_shot,external_test,rssm,20260915,6,0.5801877267803823,0.4565743370988302,0.5240936658075838,1.0371673562987993,2.816160627400905,0.06567593145316221,0.37590633419241626
zero_shot,external_test,rssm,20260915,12,0.617638033552027,0.48676054871421215,0.5222836585512868,1.090227015015117,2.879795091091272,0.0645176262609183,0.37771634144871324
zero_shot,external_test,rssm,20260915,24,0.6511468250587954,0.514004743935717,0.5204199463844712,1.1335237225785346,3.0942918451405137,0.06764247595664524,0.3795800536155288
zero_shot,external_test,rssm,20260916,1,0.500634130635908,0.3907718392935238,0.575872181590419,0.9753282579957867,2.327063276552549,0.07095631575463396,0.32412781840958105
zero_shot,external_test,rssm,20260916,3,0.5495835384904341,0.4329846081275341,0.536658414649381,0.988316948112982,2.6712623342638864,0.06671539454990105,0.363341585350619
zero_shot,external_test,rssm,20260916,6,0.5930889907484207,0.471534708369525,0.5081124010904488,0.9976057720438688,3.0880905339670983,0.06540394140335891,0.39188759890955127
zero_shot,external_test,rssm,20260916,12,0.6271200874082715,0.502164026371456,0.49256944484243426,1.0082711377934144,3.4600648399151015,0.06448062623573159,0.40743055515756577
zero_shot,external_test,rssm,20260916,24,0.6660697944182625,0.537555953742621,0.4732519310429013,1.0156666795466038,3.9218263633836346,0.06788097314148378,0.4267480689570987
zero_shot,external_test,transformer,20260912,1,0.37625259256253885,0.2823163314454869,0.8523514649782657,1.4279966221330804,0.778961904019264,0.06240716822273436,0.04764853502173427
zero_shot,external_test,transformer,20260912,3,0.4372051729206471,0.32474921885884295,0.8592219671933655,1.7044740885499237,0.8965752090506228,0.05899737917992634,0.0407780328066345
zero_shot,external_test,transformer,20260912,6,0.4817000228598004,0.3563817192641316,0.8537338323722451,1.8688398546651002,1.013456522591885,0.05995820868455798,0.04626616762775493
zero_shot,external_test,transformer,20260912,12,0.5186350327786623,0.38316956976068206,0.863260737758559,2.063766281134457,1.0887041786108411,0.06179497627809255,0.03673926224144097
zero_shot,external_test,transformer,20260912,24,0.5566634202937728,0.41226389877431674,0.8704092600421852,2.275076379665623,1.1842723000783848,0.06856043082124248,0.029590739957814804
zero_shot,external_test,transformer,20260913,1,0.37862940813318535,0.28459637354068823,0.8627606489092551,1.4835094414806038,0.7864535264636173,0.0633164108664376,0.03723935109074494
zero_shot,external_test,transformer,20260913,3,0.44164726807108323,0.3285616043101155,0.8738430499479526,1.803531808054959,0.902184084623908,0.058897939323009386,0.026156950052047434
zero_shot,external_test,transformer,20260913,6,0.487355493209532,0.3608466401383401,0.8736095296711026,2.010373942674606,1.0114620592092094,0.0594694230497953,0.02639047032889741
zero_shot,external_test,transformer,20260913,12,0.5273265003742186,0.38973992556424897,0.8840027553479599,2.2590071751723872,1.0993425044124265,0.06153094563450331,0.01599724465204011
zero_shot,external_test,transformer,20260913,24,0.5696882785758006,0.4227618423106968,0.8903436129650331,2.517881847868565,1.1882208855319571,0.07006403099869124,0.009656387034966962
zero_shot,external_test,transformer,20260914,1,0.37693514351307705,0.2832512479436376,0.8588498402422089,1.4604644707855274,0.7755400114179277,0.06278431531144235,0.04115015975779113
zero_shot,external_test,transformer,20260914,3,0.43937496439679385,0.3273428156416516,0.8687382116352591,1.7682994735122985,0.8930389117940883,0.06002358115944033,0.03126178836474092
zero_shot,external_test,transformer,20260914,6,0.4839814844656733,0.35922376354888663,0.8645625027226007,1.9396767592469737,1.004221377950677,0.06169384410508503,0.03543749727739931
zero_shot,external_test,transformer,20260914,12,0.520621818800447,0.3856601394411074,0.8705252668570845,2.1346585731034113,1.0928539840804148,0.06309475169586026,0.029474733142915488
zero_shot,external_test,transformer,20260914,24,0.5576373508729605,0.4141200309326066,0.8742296789053604,2.3213910165853147,1.1751826818580735,0.06838359683483801,0.025770321094639614
zero_shot,external_test,transformer,20260915,1,0.37783574239087653,0.28347487499476065,0.8556226076878769,1.4472981405535703,0.7816772745849,0.06276468629002097,0.04437739231212312
zero_shot,external_test,transformer,20260915,3,0.4392677052258919,0.3267141364850362,0.8653976848724791,1.7405758640698055,0.9002021116623109,0.06007116751878419,0.03460231512752088
zero_shot,external_test,transformer,20260915,6,0.4838251954167953,0.35863380835087333,0.8628421286154158,1.9148252754550847,1.007364366346457,0.06146495147248573,0.03715787138458426
zero_shot,external_test,transformer,20260915,12,0.5192763517887745,0.3855245349133043,0.8687141145402001,2.1167253867157956,1.0879673821076674,0.06325684351458553,0.031285885459799934
zero_shot,external_test,transformer,20260915,24,0.5580518022823581,0.4156948445869097,0.8730846991367567,2.309434289783528,1.1750848112858132,0.06984866851936287,0.02691530086324334
zero_shot,external_test,transformer,20260916,1,0.3745293300704606,0.2805262879292578,0.8405295847085889,1.3666338055045082,0.7917505798775886,0.06346717490340807,0.05947041529141117
zero_shot,external_test,transformer,20260916,3,0.4368195496153101,0.3239796754109696,0.8482339228569173,1.6454871298423517,0.9048553409164377,0.06083670868579309,0.05176607714308268
zero_shot,external_test,transformer,20260916,6,0.4807691030382569,0.35520181204810763,0.8436084004890091,1.799251125330193,1.02181739419723,0.06219409152100136,0.05639159951099093
zero_shot,external_test,transformer,20260916,12,0.517779334841175,0.3814764611080471,0.8501597498617285,1.9860247751594453,1.094554663912879,0.06424789274358032,0.049840250138271536
zero_shot,external_test,transformer,20260916,24,0.5534502483930864,0.4085588092673036,0.8573476885008874,2.172139653192228,1.177769101411788,0.0714773318982405,0.04265231149911264
zero_shot,internal_test,global_median,-1,1,0.6099562722414755,,,,,,
zero_shot,internal_test,global_median,-1,3,0.6185126314442865,,,,,,
zero_shot,internal_test,global_median,-1,6,0.618890212671302,,,,,,
zero_shot,internal_test,global_median,-1,12,0.6196818214300599,,,,,,
zero_shot,internal_test,global_median,-1,24,0.6293810190601083,,,,,,
zero_shot,internal_test,grud,20260912,1,0.35054337499831656,0.2626407907765724,0.8608650050461293,1.3663839926436603,0.6514644278418315,0.076796685759242,0.03913499495387074
