split,model,horizon_hours,variable,observed_targets,nmae,crps_scaled,coverage_90,coverage_error_90,mean_interval_width_scaled,nll_scaled
external_test,grud,1,HR,27901,0.22452543486463936,0.17273519558358127,0.8739830113616,0.026016988638400074,0.9225112030546382,0.35691965403494785
external_test,grud,1,O2Sat,27340,0.38789489342508826,0.29374015513526847,0.8665325530358449,0.033467446964155156,1.4974776294166883,0.9226562818298396
external_test,grud,1,Temp,11091,0.31014643393886193,0.23341639443241802,0.8743125056351997,0.025687494364800334,1.267565200610647,0.507140059196404
external_test,grud,1,SBP,27367,0.37805844985010434,0.27927842086445326,0.8288449592574999,0.07115504074250012,1.3385320834832655,0.7483156148955337
external_test,grud,1,MAP,27192,0.39378442156925103,0.29484175279775976,0.8720211827007943,0.027978817299205705,1.595400596303286,0.816270316355577
external_test,grud,1,DBP,27361,0.39982529496210745,0.29955848671226604,0.8515405138701071,0.048459486129892926,1.4958260805520314,0.8904604787893808
external_test,grud,1,Resp,24857,0.3586728193689228,0.27370084815883394,0.8904533934103069,0.009546606589693085,1.5790779446636667,0.7372461471591379
external_test,grud,1,BaseExcess,86,0.5365985414489757,0.3799753468050513,0.6976744186046512,0.20232558139534884,1.5621363673099251,1.1744722328906836
external_test,grud,1,HCO3,74,0.330008790954142,0.24670592131646904,0.7702702702702703,0.12972972972972974,1.0854580515139811,0.6539494540240314
external_test,grud,1,FiO2,807,1.2595778713937587,1.0386163187957607,0.7633209417596035,0.1366790582403965,2.429459582474152,124.42122387738328
external_test,grud,1,pH,760,0.5418006097603786,0.4036940677581649,0.7881578947368421,0.11184210526315796,1.7277869980586202,1.2791131536427298
external_test,grud,1,PaCO2,767,0.6926804880916373,0.5215876730161354,0.7522816166883963,0.1477183833116037,1.959941263459963,1.6107563345342135
external_test,grud,1,SaO2,648,1.114857739906896,0.8184696969886621,0.9660493827160493,0.06604938271604932,6.219894949300789,1.8212414061029751
external_test,grud,1,BUN,1660,0.39155329656618904,0.29896550354020424,0.8644578313253012,0.03554216867469884,1.4258098987929793,1.4927659733647323
external_test,grud,1,Chloride,229,0.35195872708179027,0.27188419215543824,0.8209606986899564,0.07903930131004366,1.2540224132058921,1.4694753233262026
external_test,grud,1,Creatinine,1662,0.737577656470015,0.6113136240183662,0.9169675090252708,0.016967509025270777,2.8893621647831336,1.786652301192714
external_test,grud,1,Glucose,7394,0.5433625858282121,0.4140749643840176,0.8942385718149851,0.005761428185014905,2.3417523405762792,1.1812211571431077
external_test,grud,1,Magnesium,1477,0.6544522295429163,0.4984754616332845,0.8483412322274881,0.05165876777251188,2.457719724728759,1.4358779764005922
external_test,grud,1,Phosphate,913,0.5444681644439697,0.3959868990970206,0.8313253012048193,0.06867469879518073,1.924868518917088,1.0882781256002507
external_test,grud,1,Potassium,2433,0.5575741885181714,0.42410227787430965,0.8738183312782573,0.026181668721742768,2.2258609710188497,1.3334844693498655
external_test,grud,1,Hct,1815,0.5248175339922103,0.38600058553140026,0.7944903581267218,0.10550964187327827,1.6640789324915441,1.1669929802253556
